DOEID,HHSEX,HHAGE,EMPLOYHH,EDUCATION,SDESCENT,HOUSEHOLDER_RACE,NHSLDMEM,NUMCHILD,MONEYPY,TOTALBTU,TOTALDOL
116180,1,40,1,5,0,1,2,0,15,64716.48,1431.07
116181,1,27,2,3,0,1,2,0,14,11532.74,650.0
116182,2,58,3,4,0,1,2,0,15,39643.04,1480.38
116183,1,55,3,2,0,2,2,0,11,103165.42,4172.74
116184,2,70,3,4,0,1,2,0,10,77774.94,1781.46
116185,1,65,3,2,0,1,2,0,13,101476.16,2662.12
116186,2,25,1,4,0,1,1,0,13,106813.3,1291.37
116187,2,30,4,3,0,1,2,0,8,39963.28,1763.94
116188,2,59,4,2,0,1,1,0,5,91734.98,1032.7
116189,2,63,3,3,0,1,2,0,14,75456.59,1432.11
116190,1,44,1,4,0,4,4,2,14,25410.7,784.77
116191,2,43,1,5,0,1,3,1,15,39944.16,2802.48
116192,2,69,3,3,0,1,1,0,13,68752.26,1774.19
116193,2,28,1,4,0,1,2,0,15,52311.93,1726.93
116194,1,64,3,3,0,1,1,0,13,78461.53,3003.85
116195,1,25,1,5,0,1,4,0,15,78713.55,951.5
116196,2,68,3,3,1,1,1,0,8,36572.43,1068.67
116197,2,82,3,5,0,1,1,0,10,48407.09,649.62
116198,1,42,1,4,0,1,1,0,13,51945.51,1192.2
116199,2,33,1,3,0,2,1,0,11,17922.62,863.52
116200,1,72,3,2,0,1,2,0,11,36926.84,1429.65
116201,2,73,2,3,0,1,1,0,15,84448.62,1147.93
116202,1,55,1,5,0,1,4,2,14,103653.63,2609.85
116203,2,36,1,4,1,1,2,0,12,143866.2,1991.26
116204,1,90,4,5,0,1,1,0,8,65721.91,1969.75
116205,1,52,2,2,0,1,3,2,15,53969.47,1712.32
116206,1,49,1,4,0,1,3,0,16,106683.23,1720.08
116207,2,43,1,5,0,1,6,4,14,136437.45,3345.97
116208,1,50,1,4,0,1,2,0,15,107584.4,2489.0
116209,2,78,1,3,0,1,2,0,9,359088.54,3004.93
116210,1,42,1,4,0,1,4,2,15,114778.13,1371.63
116211,2,50,1,5,1,1,4,2,16,150884.64,3221.63
116212,2,55,1,5,0,1,2,0,16,87633.66,2121.57
116213,2,54,1,2,0,1,6,2,15,77064.73,2518.97
116214,2,46,1,2,1,1,3,0,11,26321.55,789.3
116215,1,62,3,4,0,2,2,0,8,62259.39,1932.78
116216,1,68,3,2,0,1,1,0,12,68922.77,1557.35
116217,1,75,3,2,0,1,1,0,7,217900.6,5656.01
116218,2,57,3,5,0,1,1,0,16,82683.69,1044.7
116219,1,63,3,2,0,1,2,0,16,115527.53,2500.87
116220,1,41,3,3,0,6,4,2,14,71197.32,2070.91
116221,1,35,1,2,0,1,2,0,14,76309.55,1342.13
116222,2,58,1,4,0,1,2,0,16,102295.95,3490.13
116223,1,46,1,3,0,1,4,2,15,135896.58,6064.98
116224,1,56,4,3,0,1,1,0,3,15667.57,704.33
116225,2,55,3,2,0,1,2,0,8,45500.8,1598.84
116226,2,67,3,2,0,1,2,0,11,35274.99,1541.72
116227,1,64,1,3,0,1,4,0,15,125986.83,3834.27
116228,2,73,3,4,0,1,2,0,13,82904.31,2574.07
116229,2,33,1,4,0,1,4,2,14,54891.05,941.63
116230,1,41,1,2,0,5,3,1,12,215694.5,3439.85
116231,1,59,3,2,0,1,2,0,13,50384.29,1768.85
116232,2,70,3,4,0,2,1,0,15,77575.68,1462.01
116233,1,77,3,3,0,1,2,0,9,123178.37,2612.15
116234,2,41,1,4,0,1,4,2,15,128766.55,1465.57
116235,1,84,3,3,0,1,1,0,16,92550.3,1260.5
116236,2,67,4,4,0,1,2,0,11,1548.47,72.26
116237,2,48,4,3,0,1,4,1,16,93881.24,3555.96
116238,2,67,3,5,0,1,3,0,9,96143.64,1744.66
116239,1,59,2,2,0,1,2,0,12,114316.2,1607.65
116240,1,45,1,4,0,1,5,2,14,131980.62,2797.42
116241,2,23,4,4,0,1,2,0,4,34354.91,950.97
116242,2,56,1,4,0,4,3,1,15,85912.07,3148.43
116243,2,68,3,4,0,1,2,0,13,142997.95,2270.46
116244,2,56,4,2,1,1,4,0,7,8510.72,244.43
116245,2,39,1,4,0,1,1,0,16,97341.17,1430.85
116246,1,51,1,4,0,1,4,1,16,121038.62,2966.64
116247,1,71,3,3,0,1,1,0,6,50371.08,797.37
116248,2,60,1,3,0,1,1,0,9,17275.99,700.1
116249,1,60,2,2,0,1,3,0,7,106157.05,3475.79
116250,1,31,1,5,0,1,3,1,16,157921.15,2840.27
116251,1,88,3,5,0,1,2,0,15,118363.27,2672.54
116252,2,70,2,3,0,1,1,0,11,62428.55,1302.62
116253,1,81,3,4,0,1,1,0,15,298463.18,5529.08
116254,1,70,3,1,0,1,1,0,4,66126.71,1798.49
116255,1,47,1,4,1,1,4,2,16,122814.26,2799.93
116256,1,34,1,5,1,1,1,0,14,18867.31,851.8
116257,1,36,1,3,0,1,2,0,15,48913.23,1788.89
116258,2,62,1,2,0,1,2,0,14,55179.43,2023.91
116259,1,52,2,2,0,1,5,2,15,64744.11,1979.72
116260,1,71,3,2,0,2,1,0,4,39905.22,1517.62
116261,1,82,3,1,0,1,1,0,16,101478.31,1253.15
116262,2,59,2,3,0,4,5,0,14,56558.45,1786.03
116263,1,83,3,3,0,1,2,0,12,34473.35,1207.07
116264,2,19,4,1,0,1,4,1,12,132973.69,2778.76
116265,1,32,1,5,0,1,1,0,14,96596.45,2698.8
116266,1,64,3,5,0,1,2,0,16,144933.62,3363.4
116267,2,35,1,5,0,1,4,2,16,66835.82,1904.53
116268,1,65,1,1,0,1,4,1,6,45101.2,1580.12
116269,2,50,1,2,1,1,1,0,8,19790.47,777.0
116270,2,36,1,4,0,1,3,0,16,47141.72,1907.99
116271,2,58,1,5,0,1,3,0,16,199945.89,4235.23
116272,2,81,3,5,0,1,2,0,13,75223.84,2513.75
116273,2,21,1,3,0,1,2,0,9,17354.36,573.46
116274,2,62,3,4,0,1,3,0,15,20400.01,814.3
116275,2,75,3,2,0,1,1,0,15,51031.97,1766.41
116276,1,35,1,5,1,1,5,3,11,58605.47,1195.2
116277,1,53,4,3,0,2,2,0,4,18262.43,860.74
116278,1,59,4,2,0,1,2,0,12,109485.97,3443.47
116279,2,60,1,3,0,1,3,0,14,141261.05,3078.26
116280,1,49,2,3,0,2,4,2,13,59905.34,2621.31
116281,1,59,1,5,0,1,2,0,16,166208.43,5386.04
116282,2,62,3,2,0,1,1,0,7,49063.07,2738.56
116283,1,48,2,5,0,1,4,2,16,138912.29,4235.86
116284,2,21,4,3,0,1,4,0,11,131257.15,2085.23
116285,1,27,4,2,0,1,4,2,7,98350.18,1576.77
116286,2,75,3,2,0,1,2,0,11,128990.93,3254.15
116287,1,65,3,4,0,1,1,0,13,87960.81,1161.29
116288,1,73,2,5,0,1,2,0,14,80959.18,3377.37
116289,1,37,1,2,0,1,2,1,10,35133.31,1024.85
116290,2,48,1,4,0,6,2,0,15,35624.57,1299.25
116291,1,31,1,2,0,1,4,3,10,73389.97,2628.63
116292,1,31,1,3,1,1,6,4,14,75125.7,1861.7
116293,1,64,3,2,0,2,6,2,1,39724.37,1344.9
116294,2,32,4,4,0,1,2,0,11,123837.97,2261.74
116295,2,25,1,4,0,1,2,0,15,53915.97,1857.44
116296,2,29,1,5,0,1,2,0,16,118047.31,1683.45
116297,2,71,1,3,0,1,1,0,14,95407.28,1435.72
116298,2,77,1,2,0,1,1,0,15,84004.66,3047.99
116299,1,64,3,5,0,1,2,1,16,71434.91,2249.47
116300,1,62,1,5,0,1,1,0,14,119332.81,3287.37
116301,2,85,3,4,0,1,1,0,9,61982.0,1264.63
116302,1,30,4,4,0,4,4,2,11,28831.28,1210.99
116303,1,86,3,2,0,1,1,0,5,87422.63,2900.78
116304,2,80,3,2,0,1,2,0,6,113762.62,1826.75
116305,2,88,3,2,0,1,2,0,11,158401.5,2760.83
116306,1,52,1,5,0,1,4,1,16,153039.09,1899.48
116307,1,53,1,5,0,1,1,0,12,63274.51,987.64
116308,1,56,1,5,0,1,4,0,14,30324.73,1117.96
116309,1,63,2,3,0,1,1,0,16,78289.93,3400.51
116310,1,46,1,3,0,1,4,2,15,122462.4,2351.11
116311,1,64,3,3,0,2,2,0,10,52610.87,1672.38
116312,1,23,1,4,0,1,3,0,15,34202.64,899.58
116313,2,74,3,4,0,1,2,0,15,97201.43,1786.6
116314,1,84,3,4,0,1,2,0,14,182531.14,1904.86
116315,1,61,2,3,0,1,2,0,14,77113.12,1283.77
116316,2,63,3,2,0,1,3,0,11,58580.61,1704.26
116317,2,68,1,3,0,1,7,3,16,248703.02,5168.77
116318,1,26,4,4,0,1,1,0,1,31043.99,1038.47
116319,2,56,1,3,0,1,2,0,15,78259.43,1908.07
116320,2,62,3,3,0,1,2,0,11,74204.25,1378.25
116321,1,34,1,5,0,1,2,0,16,33544.19,966.53
116322,2,85,3,2,0,6,2,0,12,45564.94,1927.15
116323,2,71,3,2,0,1,2,0,15,44542.09,466.74
116324,1,48,1,3,0,1,4,2,14,62649.51,2359.31
116325,1,50,1,4,0,1,2,0,14,125728.57,3137.92
116326,1,90,3,2,0,4,1,0,10,18307.39,1578.78
116327,2,58,4,3,0,1,3,0,11,67893.31,1393.32
116328,2,58,1,3,0,1,4,2,15,87892.48,3302.58
116329,1,36,4,3,0,1,6,4,14,70319.93,2816.86
116330,1,55,4,2,0,1,2,0,15,106075.57,3873.07
116331,1,55,1,3,1,1,2,0,10,40698.26,805.05
116332,1,41,1,4,0,1,4,2,14,99478.92,2671.24
116333,2,34,4,3,0,1,3,1,14,84278.58,2960.82
116334,2,30,1,4,0,1,2,0,16,36825.22,1579.0
116335,1,70,3,1,0,1,2,0,7,112034.99,1938.17
116336,2,67,2,2,0,1,1,0,6,109687.45,2153.04
116337,1,54,4,3,0,4,6,1,16,123909.01,2390.54
116338,1,87,3,3,0,1,1,0,4,53143.54,797.66
116339,2,73,3,3,0,1,2,0,14,27278.15,1118.93
116340,2,42,4,3,0,3,1,0,4,44945.12,1770.03
116341,1,79,3,4,0,1,1,0,16,77488.28,1155.32
116342,1,74,2,3,0,1,1,0,11,61794.56,2303.25
116343,2,61,1,4,1,1,3,0,6,65469.63,2086.79
116344,1,25,4,3,0,2,2,0,10,31638.73,1073.04
116345,2,60,1,3,0,4,3,0,15,53890.39,183.2
116346,1,28,2,3,0,1,2,0,12,55660.61,316.95
116347,1,53,2,2,1,1,3,0,12,59190.07,2097.27
116348,1,70,3,5,0,1,1,0,10,44424.04,1309.19
116349,1,46,1,3,0,1,1,0,10,27861.12,1393.75
116350,1,66,1,3,1,1,1,0,15,63472.27,2056.99
116351,2,35,1,2,0,1,1,0,12,195574.31,1351.92
116352,1,72,3,5,0,2,1,0,13,73971.8,2222.84
116353,1,49,1,5,0,1,5,1,16,152499.9,2824.79
116354,1,64,3,2,0,1,2,0,9,34905.65,1167.24
116355,2,69,3,5,0,4,2,0,13,10017.35,915.6
116356,1,65,1,2,1,1,1,0,9,50196.14,1223.23
116357,1,36,2,3,1,1,3,0,10,18219.5,766.07
116358,1,30,1,4,0,1,3,1,15,20973.26,816.07
116359,1,73,3,3,0,1,1,0,6,69613.49,723.94
116360,2,58,1,3,0,1,2,0,13,80640.0,1739.79
116361,2,46,1,4,0,4,1,0,15,28071.05,819.77
116362,1,71,3,3,0,1,1,0,12,82209.85,1873.02
116363,2,46,1,4,0,1,3,1,16,35285.94,1329.9
116364,1,53,4,5,0,3,2,0,1,60840.34,2048.64
116365,2,71,3,5,0,1,3,0,16,143085.23,2822.73
116366,1,69,3,5,0,1,1,0,8,156143.28,2456.28
116367,1,61,3,2,1,6,1,0,10,23599.91,831.21
116368,1,60,1,5,0,1,2,0,16,97854.84,1180.86
116369,2,29,1,1,1,1,5,2,9,15300.31,666.1
116370,2,57,4,3,0,1,2,0,16,141561.62,2098.94
116371,1,32,1,5,0,1,1,0,13,61221.42,1354.58
116372,1,56,1,4,0,1,2,0,13,92313.79,1626.43
116373,2,48,4,3,0,1,1,0,4,19013.37,927.39
116374,2,36,1,3,0,1,3,1,15,62961.26,1839.57
116375,1,36,1,3,0,2,3,1,11,89408.37,1680.86
116376,1,66,3,4,0,1,1,0,7,81171.66,1183.59
116377,2,63,3,5,0,1,1,0,10,142068.52,3257.89
116378,2,73,3,2,0,1,2,0,11,31443.29,1617.08
116379,1,74,3,3,0,1,2,0,14,80364.1,2539.86
116380,1,28,1,4,1,1,2,0,14,51136.36,1336.62
116381,2,50,1,4,1,1,2,0,14,55020.39,1945.93
116382,2,88,3,2,0,1,2,0,8,131328.97,3749.46
116383,1,38,2,4,0,1,3,1,12,54130.25,2338.02
116384,1,60,1,3,0,1,4,0,16,98329.8,2405.91
116385,2,53,1,3,0,1,2,0,15,179688.27,2971.16
116386,2,50,4,3,1,1,2,0,9,57585.29,1319.61
116387,1,32,1,4,1,1,3,1,15,141877.65,3598.73
116388,1,65,3,2,0,1,2,0,11,45754.38,1782.16
116389,2,77,3,2,0,1,3,1,9,19183.22,700.21
116390,2,32,1,3,0,1,7,4,13,144512.0,2735.53
116391,2,58,3,2,0,1,1,0,7,41774.89,1253.11
116392,2,36,1,5,0,1,4,2,16,116764.64,2249.65
116393,1,72,3,5,0,1,1,0,14,46800.74,1086.56
116394,1,57,1,2,0,1,2,0,16,123800.59,1798.48
116395,1,81,3,3,0,1,2,0,11,34323.5,1404.91
116396,1,27,1,3,0,1,3,2,8,91223.51,2398.26
116397,2,35,1,3,0,1,2,0,13,37614.8,1030.38
116398,2,39,1,5,0,1,2,0,15,42078.88,478.28
116399,2,66,3,4,0,1,1,0,6,23538.98,807.23
116400,2,56,2,1,0,6,1,0,13,47610.56,1566.75
116401,1,37,1,3,1,1,4,2,11,137637.11,4915.94
116402,1,82,3,3,0,1,1,0,7,99524.09,1177.89
116403,2,66,3,5,0,1,2,0,4,117369.41,3870.12
116404,2,32,1,4,0,1,2,0,15,41707.93,1237.32
116405,1,82,3,2,0,1,2,0,11,96414.38,2643.18
116406,1,48,2,4,0,1,3,1,16,135728.91,1388.26
116407,1,43,1,5,0,2,2,1,11,45695.92,1860.52
116408,2,37,1,3,0,1,4,2,14,62332.69,1766.49
116409,2,84,3,3,0,1,1,0,14,32377.81,1028.09
116410,2,73,3,4,0,1,2,0,14,83787.28,1299.04
116411,2,59,3,2,0,1,2,0,13,67287.74,1297.83
116412,2,56,1,5,0,1,3,0,16,122536.07,4199.87
116413,2,74,3,4,0,1,3,0,14,101921.6,1531.96
116414,1,49,1,3,0,1,6,3,14,150029.22,2724.91
116415,1,63,3,2,0,1,1,0,10,47097.68,974.72
116416,2,70,2,2,0,1,3,0,16,190582.41,3611.12
116417,2,54,1,2,0,1,3,1,10,63002.82,1632.44
116418,2,79,1,4,0,1,2,0,16,80696.62,2728.46
116419,2,42,1,4,0,1,2,1,15,100949.9,1566.71
116420,2,65,4,2,0,1,1,0,2,20191.18,282.4
116421,1,67,3,2,0,1,1,0,7,17801.77,550.83
116422,1,64,4,4,0,1,1,0,4,27336.79,722.67
116423,2,33,1,5,0,1,3,1,16,111535.64,2996.02
116424,1,37,1,3,0,1,4,2,9,64259.21,1967.02
116425,2,43,1,5,0,4,1,0,14,109135.87,2024.25
116426,2,36,1,2,0,1,1,0,12,47796.22,1488.52
116427,1,37,1,4,0,1,3,1,15,78374.11,1436.55
116428,2,86,3,3,0,1,2,0,13,26153.22,841.29
116429,1,51,1,3,0,2,2,0,15,33140.88,1320.11
116430,2,80,4,1,0,1,1,0,2,212474.52,4910.22
116431,1,82,3,1,0,4,1,0,11,19943.47,455.19
116432,1,66,2,5,0,1,1,0,10,43223.03,1281.92
116433,1,62,3,4,0,1,2,0,15,106053.89,2139.95
116434,2,66,3,2,0,1,1,0,10,38231.73,1068.95
116435,2,55,1,4,0,1,4,0,16,228922.95,7509.01
116436,2,73,3,5,0,1,2,0,13,35773.54,1276.46
116437,2,28,1,5,0,1,1,0,14,69318.04,1665.84
116438,2,65,2,4,0,1,2,0,11,85305.94,1696.93
116439,2,78,3,5,0,1,1,0,13,83065.35,1142.93
116440,1,72,3,3,0,6,3,0,9,174395.65,3434.64
116441,2,36,1,4,0,1,2,0,16,177544.63,3112.27
116442,2,87,3,4,0,1,7,0,13,102986.4,3387.65
116443,2,41,1,1,1,1,3,1,13,39184.53,1005.72
116444,2,84,3,4,0,1,1,0,11,48256.77,1680.41
116445,2,22,1,2,0,1,4,2,10,51557.6,1097.58
116446,2,60,1,5,0,1,5,2,15,167820.86,2475.48
116447,1,68,3,2,0,1,1,0,13,136574.63,1726.34
116448,1,43,2,2,0,1,3,2,2,51535.26,1937.26
116449,1,78,3,2,0,1,1,0,8,38895.31,1280.94
116450,1,54,3,3,0,2,2,0,7,42865.38,923.31
116451,2,61,1,5,0,1,2,0,16,33497.89,2751.67
116452,2,47,1,5,0,1,3,1,16,123874.94,4148.6
116453,1,72,3,3,0,1,2,0,8,89052.45,2675.99
116454,1,69,2,3,0,1,2,0,14,89884.64,3132.97
116455,2,70,2,4,0,1,3,0,14,15940.01,697.51
116456,1,64,3,4,0,1,2,0,14,154042.01,3251.46
116457,2,65,3,4,0,1,1,0,12,39943.04,1322.31
116458,2,42,1,5,0,1,4,2,16,90340.09,2155.26
116459,2,67,3,3,0,1,2,0,14,63893.02,1690.13
116460,2,71,3,5,0,1,2,0,15,81279.48,1669.54
116461,2,64,1,3,0,1,2,0,16,68809.7,2270.93
116462,1,43,1,3,0,1,3,1,16,94515.43,2730.9
116463,1,44,1,3,0,1,1,0,8,59292.13,1715.51
116464,1,49,1,2,0,1,2,0,12,90999.3,2101.45
116465,1,74,3,3,0,1,2,0,13,86388.3,1968.51
116466,1,49,1,5,0,1,4,2,15,98625.6,3175.07
116467,1,77,3,2,0,1,1,0,7,179706.46,3880.41
116468,2,72,3,4,0,1,1,0,10,54286.22,2279.35
116469,2,33,1,5,1,6,2,0,16,50906.98,3169.72
116470,2,61,3,4,0,1,2,0,14,72294.65,1555.78
116471,1,50,1,3,0,1,2,0,16,83122.71,2944.86
116472,2,59,3,4,0,1,2,0,16,41114.12,1326.61
116473,2,40,1,3,0,1,6,2,13,88187.5,2378.32
116474,1,45,1,3,0,1,4,1,14,86640.18,1645.71
116475,2,77,3,1,0,1,2,0,6,133123.99,1183.55
116476,2,61,1,1,0,6,2,0,12,34721.13,1126.3
116477,2,59,1,5,0,1,2,0,16,140871.75,3731.27
116478,2,61,3,3,0,1,1,0,4,20295.39,779.05
116479,2,74,3,2,1,2,3,0,9,29783.83,1085.11
116480,1,51,2,5,0,6,3,1,16,40999.02,2108.69
116481,1,80,4,2,0,1,1,0,9,105850.84,1740.91
116482,2,66,3,4,0,1,2,0,10,52969.17,1077.73
116483,2,51,1,5,0,1,4,1,15,135096.94,2311.48
116484,1,51,1,4,0,1,2,0,15,60295.14,1841.83
116485,1,55,1,2,0,1,2,0,15,49603.5,1531.9
116486,2,72,3,4,0,1,3,0,14,115054.07,3168.86
116487,1,77,3,4,0,2,2,0,2,24125.67,1379.2
116488,1,42,2,3,0,2,4,2,10,97316.55,1760.88
116489,2,58,3,4,0,1,2,0,11,52462.81,1842.64
116490,2,64,1,5,0,3,2,0,16,115228.79,3619.48
116491,2,68,1,5,0,1,1,0,15,29534.67,1197.3
116492,1,35,1,2,0,1,1,0,13,75054.13,2276.64
116493,2,65,1,4,0,1,3,0,15,91941.2,2849.15
116494,2,68,2,3,0,1,2,0,11,83618.05,3253.36
116495,1,64,1,4,0,1,3,1,15,99010.01,1394.81
116496,1,42,1,3,0,1,1,0,10,47962.73,1253.36
116497,1,61,4,2,0,2,4,3,13,123292.11,3940.13
116498,1,55,4,2,0,1,1,0,4,51534.91,1216.68
116499,1,76,3,5,0,1,2,0,13,90275.18,2774.94
116500,1,55,1,2,0,1,2,0,14,73225.49,1998.62
116501,1,48,1,5,0,1,3,1,16,194363.95,3316.07
116502,1,70,3,5,0,1,1,0,14,22390.93,133.27
116503,2,70,3,3,1,1,1,0,10,77665.48,1030.36
116504,1,36,1,2,0,1,5,3,12,124491.68,1940.92
116505,1,35,2,2,0,1,4,3,5,120666.22,2841.36
116506,2,70,3,4,0,1,1,0,12,59028.24,1111.3
116507,1,37,1,5,0,1,7,4,15,149642.82,2291.73
116508,2,70,3,3,0,1,2,0,14,224062.6,3874.64
116509,1,55,2,5,0,1,5,0,13,150975.6,2506.88
116510,1,50,1,3,0,1,5,3,15,75171.92,2780.25
116511,1,54,1,5,0,1,2,0,16,73270.64,2112.51
116512,2,86,3,2,0,1,1,0,9,34134.62,1050.93
116513,2,81,3,3,0,1,2,0,9,110998.99,2496.1
116514,1,64,3,1,1,1,5,2,5,42027.82,922.18
116515,2,25,1,4,0,2,2,0,16,25878.07,1826.67
116516,1,80,4,3,0,1,1,0,11,23986.34,961.68
116517,2,55,1,4,0,1,5,0,14,130845.67,2169.46
116518,2,63,1,5,0,1,2,0,15,69187.16,1846.39
116519,1,76,3,5,0,1,2,0,13,109671.87,1571.79
116520,2,28,1,4,0,1,2,0,13,46798.55,1380.29
116521,2,61,1,3,0,1,2,0,16,151817.31,2641.58
116522,1,68,3,4,0,1,2,0,10,93593.76,2600.78
116523,1,90,3,2,0,1,1,0,7,111773.64,2522.08
116524,1,67,3,3,0,4,1,0,8,22945.22,759.22
116525,1,60,4,1,1,1,5,2,9,135462.62,1598.6
116526,2,49,4,2,0,1,1,0,1,25915.65,829.12
116527,2,36,1,3,0,1,1,0,12,107124.78,1068.23
116528,2,33,1,4,0,1,1,0,15,13986.31,547.72
116529,2,70,3,2,0,1,4,0,5,82693.42,1085.37
116530,2,50,1,4,0,1,4,2,16,118029.07,3221.06
116531,2,54,1,3,0,1,1,0,7,163167.96,3033.73
116532,1,67,3,3,0,1,2,0,7,16815.58,546.79
116533,2,70,3,3,0,1,1,0,8,48383.69,1124.02
116534,1,84,3,2,0,1,2,0,9,143095.37,1740.09
116535,1,41,1,4,0,1,1,0,14,77172.21,2385.66
116536,1,28,4,3,0,1,2,0,1,35808.09,1792.07
116537,1,61,4,4,0,2,1,0,3,63407.2,1150.89
116538,2,60,3,5,0,1,2,0,15,153134.34,4815.88
116539,1,28,1,4,0,1,1,0,9,53719.26,1278.25
116540,2,55,2,4,0,1,4,0,15,61983.01,2005.49
116541,2,48,1,2,0,1,2,1,6,59855.18,1903.51
116542,1,53,2,2,0,1,1,0,1,56063.28,2233.0
116543,2,52,1,5,0,1,1,0,13,38889.07,1406.21
116544,2,53,2,4,1,6,1,0,12,46170.75,1441.82
116545,1,32,1,3,1,1,1,0,15,39398.65,1917.13
116546,1,27,1,4,0,1,2,0,16,16646.48,617.41
116547,2,35,1,4,0,1,1,0,15,60107.83,1125.67
116548,1,77,3,2,0,1,1,0,7,23341.06,774.03
116549,1,70,2,2,0,1,2,0,12,110327.28,2196.79
116550,2,73,3,3,0,1,2,0,7,59812.27,1507.79
116551,1,59,1,3,0,2,2,0,12,144878.51,1784.93
116552,1,59,3,2,0,1,2,0,15,66829.53,1406.32
116553,1,67,3,2,0,1,2,0,14,120966.3,1741.0
116554,1,67,3,4,0,1,2,0,11,84420.31,1129.71
116555,2,70,3,2,0,1,1,0,7,75120.94,2376.52
116556,2,58,1,5,1,1,4,1,16,86312.2,2406.05
116557,1,48,2,3,0,1,3,1,4,103955.21,3517.14
116558,2,54,1,5,0,1,2,0,15,27731.6,997.71
116559,2,56,4,1,0,1,4,0,1,155725.3,3267.73
116560,2,68,2,2,0,1,2,0,12,84497.03,1455.7
116561,1,42,4,2,0,1,7,3,13,82148.07,2446.96
116562,1,57,4,2,0,4,3,0,9,38779.75,1379.5
116563,1,37,1,5,0,1,4,1,16,39900.78,1548.16
116564,2,71,3,5,0,1,2,0,16,125753.04,2765.29
116565,1,68,4,4,0,1,1,0,4,13722.07,659.1
116566,1,33,4,3,1,1,6,4,9,35479.37,1492.28
116567,1,75,3,2,0,1,1,0,7,92969.12,1995.5
116568,1,45,1,4,0,1,1,0,16,94501.72,2150.28
116569,2,80,3,5,0,1,1,0,9,77786.36,2263.6
116570,1,82,3,4,0,4,1,0,15,119356.0,2985.55
116571,2,43,4,2,0,1,2,0,1,30220.58,1188.63
116572,1,67,3,4,0,1,2,0,8,52901.51,1628.95
116573,1,78,3,2,0,1,1,0,5,60205.76,1165.45
116574,1,46,1,5,0,1,4,2,16,105258.01,3705.36
116575,1,77,3,5,0,1,1,0,13,34327.96,1056.5
116576,2,64,4,3,0,1,3,0,12,113792.29,2267.41
116577,2,47,1,5,0,4,4,2,16,119879.85,2540.22
116578,1,67,3,4,0,1,2,0,15,166030.69,2051.88
116579,2,57,3,3,0,1,2,0,14,48660.12,1727.69
116580,1,75,3,3,0,1,1,0,9,155149.12,3475.02
116581,1,67,3,2,0,1,1,0,6,48935.89,1624.74
116582,2,37,1,3,0,1,1,0,8,100006.3,1591.8
116583,1,57,1,3,0,1,2,0,14,94482.28,1578.45
116584,1,81,3,2,0,1,2,0,9,23528.64,1108.59
116585,2,35,1,5,0,1,2,0,14,71520.83,2093.19
116586,1,68,2,5,0,1,1,0,10,20453.35,684.25
116587,2,76,3,3,0,1,2,0,11,117721.96,2866.34
116588,1,31,1,2,0,2,7,4,13,85412.27,2295.64
116589,1,69,3,3,0,2,2,0,5,78141.24,2198.71
116590,1,64,1,4,0,1,2,0,14,50088.17,1479.65
116591,2,60,1,3,1,1,1,0,15,79074.51,1052.82
116592,1,70,2,3,0,1,2,0,14,76103.34,3057.89
116593,2,79,3,2,0,1,2,0,9,28855.88,1032.51
116594,2,26,1,4,1,1,2,1,15,20854.49,659.51
116595,2,38,1,5,0,1,4,2,16,86853.91,3198.82
116596,1,67,3,3,0,1,2,0,13,125354.07,2445.77
116597,2,25,4,5,0,2,2,0,13,40992.36,1018.69
116598,2,47,1,4,0,1,5,3,16,121045.78,4507.53
116599,1,61,1,3,0,1,4,0,14,40220.41,3500.16
116600,1,25,1,5,0,1,1,0,15,39956.14,1561.73
116601,2,60,1,2,0,1,2,0,15,116099.92,2061.61
116602,2,84,3,3,0,1,2,0,11,105940.51,3006.89
116603,2,45,1,2,0,1,4,1,16,45429.57,2252.67
116604,2,35,1,2,0,1,1,0,10,65407.7,1083.9
116605,2,81,3,3,0,1,2,0,15,161839.43,1663.11
116606,1,45,2,2,0,4,4,1,11,128748.22,1855.15
116607,1,40,1,2,0,1,3,1,10,87102.67,2440.58
116608,1,26,1,2,0,1,2,0,8,61411.35,1136.14
116609,2,78,3,1,0,2,1,0,3,29934.5,645.3
116610,2,64,1,3,0,1,1,0,9,41804.28,1916.71
116611,1,59,4,4,0,1,2,0,11,289542.98,1475.57
116612,1,56,1,4,0,1,2,0,15,80802.06,1957.41
116613,2,63,1,4,0,1,2,0,16,113996.95,3598.73
116614,1,58,1,4,0,1,4,1,16,136239.96,3827.8
116615,2,48,3,2,1,1,2,0,7,87267.45,537.79
116616,1,69,1,5,0,1,3,0,12,52499.96,1484.11
116617,2,72,3,2,0,1,2,0,7,151885.22,3443.83
116618,2,25,1,3,0,2,1,0,11,27561.95,329.38
116619,1,33,1,2,0,1,4,3,11,63693.05,1937.93
116620,2,30,1,4,0,1,4,2,16,160387.86,4172.34
116621,2,68,3,3,0,1,3,0,15,98309.27,2728.24
116622,2,70,3,3,0,1,2,0,14,78731.59,1637.37
116623,2,57,1,3,0,1,2,0,12,44625.3,1394.2
116624,1,31,1,4,0,6,2,1,11,51606.94,1265.23
116625,1,64,2,3,1,1,2,1,1,20331.77,1555.21
116626,1,70,3,4,0,1,1,0,13,72276.46,864.53
116627,2,75,3,3,0,1,1,0,10,23421.86,1021.51
116628,1,78,3,1,0,1,6,2,2,65873.55,2142.0
116629,2,65,2,3,0,1,2,0,14,233727.08,5339.87
