DOEID,HHSEX,HHAGE,EMPLOYHH,EDUCATION,SDESCENT,HOUSEHOLDER_RACE,NHSLDMEM,NUMCHILD,MONEYPY,TOTALBTU,TOTALDOL
108807,2,59,1,4,0,1,3,0,15,97022.59,1659.53
108808,2,66,3,4,0,1,2,0,10,62058.76,1913.34
108809,2,85,3,1,0,1,1,0,8,87394.86,1430.57
108810,1,80,3,3,0,4,2,0,13,17625.16,313.48
108811,1,55,1,3,0,4,3,0,8,29027.13,745.72
108812,2,37,1,4,0,1,3,1,16,97641.78,2868.85
108813,1,25,4,2,0,6,5,1,12,71300.36,1647.86
108814,1,30,2,5,0,3,1,0,11,28300.91,884.6
108815,1,46,1,5,0,1,4,2,16,128456.02,2015.07
108816,1,43,1,4,0,1,1,0,13,56326.64,1518.04
108817,2,43,1,3,0,1,2,0,15,114457.81,2025.45
108818,1,77,3,5,0,1,1,0,14,49146.44,1229.92
108819,1,29,4,3,0,1,3,2,1,43772.04,1130.73
108820,1,42,1,5,0,1,1,0,16,33448.44,993.39
108821,1,56,1,3,0,2,2,0,12,59883.11,1609.59
108822,2,54,1,5,0,1,2,0,15,49000.51,1582.15
108823,2,54,1,5,0,1,3,0,16,45421.39,1958.76
108824,1,45,1,3,0,1,1,0,10,80524.95,1637.67
108825,2,42,1,5,0,1,4,2,16,54301.26,3328.57
108826,2,33,1,3,0,1,2,0,15,11730.26,850.51
108827,2,49,1,5,0,1,1,0,7,31883.7,676.28
108828,2,35,1,1,0,1,2,1,9,75199.29,2052.64
108829,2,80,3,5,0,4,3,0,15,95068.26,2263.83
108830,2,28,1,5,0,1,1,0,12,17379.6,669.11
108831,1,64,1,3,0,2,1,0,6,42097.49,1462.68
108832,2,68,3,2,0,1,2,0,13,85709.69,1925.77
108833,1,45,1,5,0,2,3,1,16,84398.63,2877.18
108834,2,71,2,2,0,1,1,0,11,63804.74,1194.86
108835,2,57,1,4,0,1,2,0,16,53233.06,2120.55
108836,1,48,2,2,0,1,5,4,2,64565.31,2481.29
108837,1,38,1,4,0,2,1,0,12,65754.31,1511.5
108838,1,38,4,5,0,4,4,2,1,43286.56,1587.89
108839,2,54,2,4,0,1,2,0,13,76328.69,1870.89
108840,2,51,1,2,0,1,2,1,15,23547.73,1602.07
108841,1,79,3,1,0,1,2,0,5,90974.84,2322.74
108842,1,73,2,3,0,1,1,0,11,75603.71,1107.44
108843,2,54,2,2,0,2,2,0,7,40087.19,1312.46
108844,1,60,4,1,1,1,2,0,5,38829.25,1143.43
108845,2,45,4,2,0,1,3,1,16,47038.3,1469.26
108846,2,65,3,4,0,1,1,0,8,26713.66,895.62
108847,1,41,1,5,0,1,6,4,16,131108.57,2202.53
108848,2,37,1,2,1,6,2,0,15,30073.18,394.58
108849,1,55,1,3,0,2,2,0,12,76714.2,2464.7
108850,1,29,3,4,0,1,1,0,15,89867.1,2165.05
108851,1,29,4,3,0,1,5,3,12,79112.1,2067.79
108852,1,75,3,3,0,1,1,0,13,118911.62,1430.03
108853,2,87,3,3,0,1,2,0,11,82714.07,1973.75
108854,2,63,3,4,0,1,2,0,15,34779.24,1131.17
108855,1,38,1,3,0,4,3,1,16,187065.49,4051.54
108856,1,53,4,5,0,1,2,0,16,51231.18,1572.2
108857,1,40,1,5,0,2,1,0,14,44029.07,1692.91
108858,1,69,2,3,0,3,1,0,1,15941.1,406.82
108859,1,72,3,3,0,2,1,0,4,46821.26,1377.37
108860,2,36,4,5,0,1,3,1,14,120092.5,1769.26
108861,1,70,1,3,0,1,1,0,13,70031.31,1972.53
108862,2,37,4,1,0,1,2,0,6,37182.42,1243.8
108863,2,28,1,4,0,1,1,0,8,49262.04,858.62
108864,2,44,2,2,0,2,1,0,11,32909.72,1022.66
108865,2,79,3,3,0,1,2,0,14,110051.61,2268.64
108866,1,65,3,4,0,1,3,0,16,88942.75,1804.91
108867,1,38,2,3,0,1,6,2,11,86575.27,2917.35
108868,2,86,4,2,0,1,2,0,7,80882.28,2075.09
108869,2,60,1,5,0,1,2,0,16,104582.67,2437.27
108870,2,70,3,5,0,1,2,0,14,113915.78,2396.64
108871,1,54,4,4,0,2,2,0,14,71245.74,2998.9
108872,1,67,3,3,0,3,2,0,3,92359.6,2022.14
108873,1,55,1,5,0,2,2,0,15,121523.17,2172.85
108874,2,62,3,5,0,1,2,0,16,122856.76,1757.72
108875,2,74,1,4,0,1,2,0,15,189178.81,4570.86
108876,1,36,1,2,0,1,3,1,10,85108.01,1752.58
108877,1,77,3,5,0,1,2,0,13,131500.51,3057.31
108878,1,77,3,5,0,1,2,0,16,483524.85,11868.09
108879,1,55,2,5,0,1,2,0,13,45332.65,1371.42
108880,2,37,1,4,0,1,4,2,14,90023.57,1985.27
108881,2,67,3,5,0,1,4,0,13,145371.32,2767.79
108882,1,49,1,3,0,5,2,0,15,40894.82,1567.21
108883,1,68,3,2,1,6,2,0,10,24080.14,1929.09
108884,1,28,4,3,0,1,5,3,15,107645.39,1899.35
108885,2,42,1,3,0,1,3,1,13,73483.85,1842.62
108886,1,39,1,5,0,1,2,1,11,80719.83,1234.29
108887,1,88,3,2,0,1,1,0,9,51957.02,483.82
108888,1,59,2,2,0,1,2,0,12,79163.11,1966.32
108889,1,89,3,2,0,1,1,0,8,46599.55,1311.0
108890,2,64,1,4,0,1,1,0,15,79128.98,1634.73
108891,2,35,1,2,0,1,4,2,14,73548.8,2888.53
108892,1,63,3,5,0,1,2,0,14,125904.58,1420.78
108893,2,31,1,5,0,1,2,0,15,50144.2,774.68
108894,1,76,3,4,0,1,3,0,15,118606.69,2337.62
108895,1,44,1,4,0,1,2,0,15,82943.39,3035.59
108896,1,49,1,3,0,1,4,2,14,125073.27,3674.75
108897,1,32,1,5,0,1,2,0,15,60873.17,2400.97
108898,2,45,1,2,0,1,4,1,12,79481.02,3072.77
108899,2,49,1,5,0,1,5,1,16,293487.46,4699.48
108900,1,80,3,1,0,4,1,0,4,12504.74,1073.6
108901,1,30,4,2,0,2,3,2,1,57580.66,1548.04
108902,2,72,3,5,0,1,2,0,16,29686.91,900.4
108903,2,63,4,2,0,1,3,0,15,121402.99,5330.75
108904,1,60,1,2,0,1,2,0,12,64263.28,1911.13
108905,1,60,3,2,0,1,4,0,10,176765.38,4376.87
108906,2,72,3,3,0,1,2,0,8,34004.9,1155.83
108907,2,81,3,4,0,1,1,0,9,92951.79,1136.64
108908,1,71,3,3,0,1,1,0,11,12853.93,777.27
108909,1,40,1,4,0,6,3,2,12,75478.02,2102.12
108910,1,77,3,2,0,1,3,0,4,42632.41,1732.42
108911,2,65,1,2,0,1,4,0,10,74372.82,2876.71
108912,1,47,2,5,0,4,3,0,16,62178.25,1888.7
108913,1,64,3,3,0,1,2,0,13,38720.77,1469.79
108914,2,67,1,5,1,1,1,0,14,19160.58,1571.38
108915,2,23,1,5,1,1,4,1,2,41153.3,1431.94
108916,1,58,4,4,0,1,3,2,7,40479.77,1361.81
108917,1,34,4,4,0,2,3,1,11,16251.61,682.84
108918,1,44,4,4,0,1,4,0,15,85342.37,2508.43
108919,2,58,4,4,0,1,2,0,13,53624.18,1115.03
108920,2,36,1,4,0,1,3,2,16,101307.35,2407.75
108921,2,71,1,4,0,1,1,0,12,75468.8,1212.33
108922,2,51,1,3,0,1,2,1,13,65056.26,2492.49
108923,1,39,2,4,0,1,4,2,12,62694.09,1779.84
108924,1,77,3,5,0,1,1,0,12,70965.87,2047.59
108925,2,74,3,1,0,1,1,0,3,31904.95,1179.77
108926,1,53,4,1,1,1,1,0,1,41825.02,1514.37
108927,2,60,3,5,0,1,2,0,14,67752.94,2227.04
108928,1,48,1,4,0,1,3,1,15,77789.44,1181.6
108929,1,65,1,5,0,1,1,0,15,15894.23,582.84
108930,1,78,3,5,0,1,1,0,8,36903.43,1177.94
108931,1,40,4,3,0,3,3,1,2,130225.73,1583.41
108932,1,72,3,4,0,2,2,0,13,87011.23,1712.76
108933,1,50,2,4,0,1,4,2,16,244019.56,5400.69
108934,1,30,1,5,0,1,2,0,12,40735.24,1528.22
108935,1,74,3,2,0,1,2,0,6,61500.59,2243.73
108936,2,90,3,2,0,1,1,0,10,25563.32,900.19
108937,1,69,3,4,0,2,2,0,11,32497.07,1060.94
108938,1,36,2,1,1,6,3,1,1,59658.46,2006.78
108939,1,33,1,2,0,1,4,2,11,61312.64,1873.36
108940,1,67,3,2,0,1,3,0,5,47485.46,1697.92
108941,1,48,1,3,0,1,1,0,12,45966.47,1487.53
108942,1,37,4,2,0,1,2,0,1,72745.46,1894.59
108943,2,77,3,2,0,1,3,0,11,69609.16,2374.76
108944,2,62,3,4,0,1,2,0,14,104769.49,1834.88
108945,1,84,3,4,0,1,1,0,8,20382.71,680.91
108946,1,49,1,5,0,1,2,0,13,89603.76,1893.85
108947,2,30,1,5,0,1,1,0,11,33120.99,952.21
108948,1,65,3,3,0,2,2,0,12,202961.34,3040.26
108949,1,30,1,3,0,1,5,3,12,95131.86,634.42
108950,1,59,4,2,0,1,2,0,1,173058.79,2816.15
108951,2,64,1,3,0,1,2,0,14,72408.15,2286.22
108952,2,47,1,4,0,1,3,1,16,100579.74,834.42
108953,2,65,1,4,0,1,2,0,16,107250.68,3332.29
108954,2,74,3,4,0,1,3,0,12,66435.41,1354.32
108955,2,64,1,3,0,2,3,1,11,42491.49,1503.66
108956,1,68,3,5,0,1,1,0,12,23726.21,944.38
108957,2,79,3,4,0,1,1,0,11,57742.36,1027.84
108958,2,31,1,4,0,1,3,1,15,102647.44,2021.17
108959,1,74,3,2,0,1,2,0,4,32313.77,1329.05
108960,1,69,3,5,0,1,1,0,10,53087.38,1366.99
108961,2,68,3,3,0,4,2,0,11,68568.25,1302.24
108962,2,73,3,3,0,1,2,0,14,109690.36,2019.42
108963,1,45,1,5,0,1,2,0,8,26024.79,822.7
108964,2,66,1,5,0,1,2,0,16,84096.63,195.29
108965,2,43,2,3,0,1,2,0,15,38625.92,1405.36
108966,2,67,3,4,0,1,3,1,9,83715.14,2485.34
108967,2,34,1,3,0,6,2,0,15,42025.75,1559.78
108968,2,21,2,3,0,1,6,0,1,164091.9,3745.8
108969,2,61,3,4,0,1,2,0,6,36198.75,440.63
108970,1,61,1,3,0,1,1,0,9,91162.79,2166.85
108971,2,50,1,2,0,1,1,0,11,48029.82,1790.26
108972,2,56,1,4,0,1,4,0,15,80170.99,2764.82
108973,1,28,1,5,0,4,1,0,9,39606.17,558.11
108974,2,57,3,3,0,4,2,0,14,43234.85,1458.88
108975,1,62,3,4,0,1,1,0,15,43981.94,1648.97
108976,2,73,3,4,0,1,1,0,14,87879.97,1547.53
108977,2,56,3,3,0,1,1,0,6,63913.17,2630.35
108978,1,57,1,2,0,1,3,0,12,77061.73,1836.92
108979,2,20,4,3,0,1,3,0,1,81642.15,813.09
108980,1,65,1,3,0,1,2,0,15,85825.31,2711.48
108981,2,36,1,3,0,1,4,2,13,115028.43,2841.76
108982,2,67,1,2,0,1,2,0,14,120045.27,3730.22
108983,2,75,3,2,0,1,2,0,14,81100.89,2086.9
108984,1,25,1,4,0,1,3,0,14,66281.48,2134.67
108985,1,32,4,5,0,4,4,2,13,23440.66,754.55
108986,2,48,1,1,1,1,1,0,10,17111.74,603.55
108987,2,75,3,5,0,1,2,0,5,34903.9,902.07
108988,1,60,1,4,0,1,3,1,16,76406.44,1156.78
108989,2,37,1,5,0,1,4,2,15,73779.28,2239.1
108990,1,60,3,3,0,1,1,0,6,46139.12,1573.71
108991,2,68,3,5,0,1,2,0,16,189600.48,3619.29
108992,2,32,1,5,0,4,2,0,16,30353.14,1024.81
108993,2,61,2,3,0,2,1,0,7,43015.33,1241.88
108994,1,50,2,5,0,1,4,2,14,112114.43,3510.2
108995,1,46,1,3,0,1,3,1,11,113525.91,2095.09
108996,1,73,3,2,0,2,1,0,2,108939.43,2410.14
108997,1,60,4,2,0,1,2,0,6,41633.66,1353.79
108998,2,56,1,2,0,1,1,0,16,162829.81,2652.42
108999,1,30,1,4,0,6,1,0,13,61263.16,1672.24
109000,2,83,1,5,0,1,2,0,16,171029.19,3023.25
109001,1,44,2,3,0,1,6,3,13,171896.14,2178.79
109002,1,84,3,5,0,1,1,0,13,25707.84,903.79
109003,2,63,3,4,0,1,2,0,16,68996.27,1753.49
109004,2,69,3,3,0,1,1,0,4,25798.44,860.76
109005,1,58,1,5,0,1,1,0,16,61758.23,2264.79
109006,1,50,1,3,0,1,4,0,13,50253.28,1628.09
109007,2,48,1,4,0,2,1,0,14,29919.22,1016.77
109008,2,54,1,5,0,1,3,1,16,210883.49,2938.65
109009,1,46,1,2,0,1,3,0,15,61588.15,2161.55
109010,1,55,1,3,0,1,2,0,15,22083.8,1049.31
109011,1,39,4,3,0,1,2,0,11,20575.34,695.41
109012,1,27,1,3,0,1,2,1,5,18209.91,588.65
109013,1,47,1,3,0,1,2,0,13,88233.72,1922.39
109014,2,87,3,5,0,1,2,0,16,84948.76,1618.94
109015,2,33,1,3,1,6,3,1,10,90593.73,1483.8
109016,2,78,3,2,0,1,1,0,12,154837.79,2352.57
109017,1,62,3,5,0,1,4,0,11,121971.38,2002.49
109018,1,72,3,1,1,1,2,0,5,11996.06,862.1
109019,2,77,3,5,0,1,2,0,16,28704.65,956.03
109020,1,42,1,5,0,6,3,2,12,30526.25,998.83
109021,1,57,1,3,0,1,1,0,13,76791.19,1281.93
109022,1,38,1,3,0,1,2,0,16,144969.16,1776.38
109023,2,57,1,3,0,1,2,0,16,161711.84,2474.34
109024,1,25,2,3,0,1,2,1,5,76220.93,837.11
109025,1,42,1,3,0,2,3,2,10,94795.46,1792.13
109026,2,50,1,4,0,4,7,1,11,59980.85,2344.05
109027,2,72,3,4,0,1,2,0,15,61753.03,1917.08
109028,2,47,1,3,0,6,1,0,15,9516.83,569.88
109029,1,45,1,4,0,1,1,0,12,38274.18,944.76
109030,2,33,1,4,0,4,3,1,15,76900.42,1643.46
109031,1,23,2,4,0,6,4,1,3,149018.07,2788.63
109032,2,78,3,2,0,1,1,0,7,35855.15,2318.17
109033,1,64,3,2,0,1,1,0,11,18043.19,542.57
109034,1,27,4,4,0,1,1,0,3,8979.93,465.94
109035,1,30,1,5,0,1,3,1,15,53970.06,1870.27
109036,2,55,1,2,0,1,5,3,14,128286.32,1760.77
109037,1,27,1,2,0,2,3,1,6,23810.8,712.4
109038,1,75,3,2,0,1,1,0,3,22592.59,711.0
109039,2,39,1,5,0,1,1,0,15,34227.38,876.64
109040,2,73,3,5,0,1,2,0,14,42216.75,1352.35
109041,2,34,1,4,0,2,3,1,16,39254.03,1176.54
109042,1,41,1,3,0,1,3,2,10,113192.14,1899.03
109043,1,60,1,3,0,1,2,0,14,56254.27,2031.23
109044,2,56,1,3,0,4,2,0,15,27652.68,2283.81
109045,2,84,3,2,0,1,1,0,10,47905.82,1404.37
109046,1,22,4,2,1,1,4,1,9,33274.8,1048.62
109047,2,77,3,3,0,1,2,0,12,117296.79,2518.75
109048,1,38,1,5,0,1,1,0,16,49023.91,1633.92
109049,1,70,3,3,0,1,2,0,11,43908.97,1431.92
109050,1,65,3,2,0,1,5,2,13,57312.12,2479.33
109051,1,75,3,2,0,1,2,0,10,156689.99,3845.1
109052,2,53,1,2,0,1,3,0,9,183361.68,3262.55
109053,1,70,1,3,0,1,1,0,7,20603.49,930.11
109054,1,47,2,3,0,2,4,1,7,58762.48,1782.0
109055,2,52,1,4,0,1,2,1,15,47979.45,801.05
109056,1,24,4,3,0,2,1,0,6,91206.7,3171.94
109057,1,82,3,2,0,1,1,0,5,45087.98,1460.35
109058,1,66,3,3,0,1,2,0,3,65246.44,1609.9
109059,1,64,3,2,0,2,2,0,12,62779.63,2037.81
109060,1,65,4,1,0,2,1,0,3,44655.54,1798.29
109061,1,67,3,4,0,1,2,0,13,68209.44,1852.63
109062,1,37,1,3,0,2,3,1,12,51166.42,1305.75
109063,2,62,1,5,0,1,2,0,16,157697.97,2149.39
109064,1,37,1,5,0,1,1,0,13,16939.71,778.46
109065,1,77,3,5,0,1,2,0,15,52542.68,1865.08
109066,2,50,1,4,0,1,2,0,16,65878.4,1525.68
109067,1,68,3,3,0,1,2,0,9,133861.9,2471.08
109068,2,44,2,3,0,1,1,0,4,13725.11,514.13
109069,2,50,1,4,0,1,4,1,14,179621.85,3130.78
109070,1,66,4,2,0,1,2,0,11,37254.38,1029.08
109071,1,39,1,3,0,1,2,0,11,93802.94,2641.93
109072,1,79,3,5,0,1,2,0,15,97182.69,2590.05
109073,2,65,3,2,0,1,2,0,13,75130.86,2247.14
109074,1,80,3,3,0,1,1,0,14,83596.49,1893.46
109075,1,29,1,3,0,6,3,2,9,19027.43,489.83
109076,2,64,3,4,0,1,3,1,15,187811.61,4613.97
109077,2,35,1,2,1,1,2,1,12,42775.52,1919.19
109078,1,47,4,3,1,1,1,0,13,71086.84,2903.34
109079,2,56,1,5,0,1,1,0,12,75674.74,1251.32
109080,1,28,2,4,1,1,4,1,8,33533.68,1293.75
109081,1,36,1,2,0,1,3,1,11,46504.92,1573.55
109082,1,61,1,3,0,1,1,0,12,84564.97,1082.12
109083,1,59,1,3,0,2,2,0,13,45222.3,1961.44
109084,2,54,1,4,0,1,3,1,1,147549.36,2031.86
109085,1,85,3,2,0,1,2,0,12,81963.96,2378.84
109086,2,50,1,4,0,1,4,2,16,126766.49,4261.88
109087,1,28,1,4,0,1,3,1,16,250772.99,4735.91
109088,1,73,3,3,0,1,5,2,10,191641.62,2360.36
109089,2,24,4,3,0,1,3,1,13,127197.46,1709.87
109090,1,57,1,3,0,1,2,0,14,49988.44,1964.63
109091,1,86,3,1,0,1,2,0,11,49726.76,1557.14
109092,1,50,1,2,0,2,3,0,15,70561.32,2300.03
109093,2,44,1,3,0,1,7,4,15,69420.79,2655.73
109094,2,53,1,2,0,1,3,2,14,30449.87,1231.24
109095,2,76,3,3,0,1,2,0,12,109440.4,1363.29
109096,1,34,3,5,0,2,3,1,11,41655.45,1487.83
109097,1,62,3,3,1,4,1,0,4,16082.69,408.44
109098,2,81,3,5,0,1,2,0,13,120633.3,1857.81
109099,1,76,3,4,0,1,2,0,16,160837.33,2647.85
109100,2,81,3,5,0,1,1,0,10,87035.1,1808.62
109101,2,75,3,3,0,1,2,0,12,37652.88,1243.84
109102,2,50,1,3,0,1,1,0,7,95222.71,1450.51
109103,1,65,3,4,0,1,2,0,16,118549.74,2141.46
109104,1,75,3,2,0,1,2,0,13,135567.07,3113.66
109105,1,89,4,2,0,1,2,0,2,66184.27,1839.68
109106,1,44,2,4,0,4,2,0,14,21862.05,1835.69
109107,2,88,3,2,0,1,2,0,13,82852.79,1829.46
109108,1,69,3,2,0,1,1,0,9,76702.93,1151.31
109109,2,54,1,3,0,2,7,4,6,66209.28,2300.6
109110,2,70,3,2,0,1,1,0,8,90970.27,1121.5
109111,1,49,1,5,0,1,4,2,15,42943.55,1581.14
109112,1,34,1,1,0,1,3,1,8,55108.39,1468.94
109113,1,62,1,4,0,1,2,0,16,119126.45,2961.37
109114,1,72,3,5,0,1,3,0,13,36648.07,1647.1
109115,1,57,3,1,0,1,2,0,4,27795.1,991.89
109116,2,67,2,2,0,1,1,0,12,103880.12,1724.31
109117,1,58,2,2,0,1,2,0,8,29707.22,1350.46
109118,2,48,1,4,0,1,3,1,16,263457.87,6215.52
109119,1,74,3,2,0,1,2,0,12,86851.28,2045.9
109120,1,51,1,4,0,1,4,0,16,226338.98,2570.71
109121,1,80,3,5,0,1,1,0,15,85454.34,1228.49
109122,2,90,3,2,0,1,2,0,13,107446.88,2694.88
109123,1,58,3,3,0,1,1,0,11,27708.48,460.89
109124,1,75,3,2,0,1,1,0,10,134090.7,1437.58
109125,1,35,1,2,0,1,2,0,14,191878.47,5054.16
109126,2,33,1,3,0,2,1,0,14,35111.92,897.35
109127,2,46,1,5,0,3,2,0,16,79430.86,1763.23
109128,2,65,4,2,0,2,1,0,3,28794.57,1089.57
109129,1,68,3,1,0,1,1,0,4,71849.79,1037.99
109130,2,37,1,5,1,1,4,2,16,53765.43,2003.84
109131,2,67,1,5,0,1,3,1,15,160555.36,2232.9
109132,1,76,3,3,0,1,2,0,9,16420.19,516.89
109133,2,87,3,5,0,1,2,0,13,87050.72,1655.4
109134,2,66,3,5,0,1,2,0,14,68465.72,2435.91
109135,2,50,4,3,0,1,1,0,4,45333.44,1894.93
109136,1,40,1,3,0,1,2,0,16,98190.67,1875.86
109137,2,63,1,3,0,1,2,0,16,101523.55,2950.12
109138,2,73,3,4,0,1,3,0,14,130483.11,2229.9
109139,1,74,3,5,0,1,1,0,8,41143.23,1384.36
109140,2,45,1,5,0,1,4,2,16,187200.37,2753.58
109141,1,46,1,1,1,1,4,2,12,107760.7,1360.64
109142,1,43,1,5,0,1,4,1,13,100780.94,2418.62
109143,2,61,3,1,1,1,2,0,14,58856.17,1108.77
109144,2,74,2,4,0,1,2,0,12,29175.7,401.74
109145,1,28,1,3,0,1,3,1,15,46529.24,1258.6
109146,2,48,1,3,0,1,2,0,14,134428.27,1540.23
109147,1,59,1,4,0,1,1,0,12,150129.99,3495.23
109148,2,37,1,4,0,1,2,0,15,118288.71,2033.38
109149,1,76,3,4,0,2,3,0,14,87302.4,1845.13
109150,1,24,2,4,0,1,1,0,1,15040.7,611.84
109151,1,30,1,2,0,1,7,4,4,129697.25,2591.44
109152,1,32,1,4,0,1,1,0,8,60900.08,941.82
109153,2,62,1,2,0,1,1,0,12,84864.27,1776.85
109154,2,56,1,5,0,1,4,1,14,86775.7,1720.58
109155,1,48,4,5,0,1,3,1,15,123972.33,2121.78
109156,1,71,3,5,0,2,3,0,16,253766.3,3462.97
109157,2,40,1,4,0,1,7,4,15,203586.44,3650.73
109158,2,68,3,5,0,2,1,0,7,24472.56,720.68
109159,1,19,4,3,1,1,2,0,1,29382.84,977.29
109160,1,24,1,5,0,1,2,0,14,36402.31,3539.52
109161,1,41,4,4,0,4,4,2,2,40034.06,1038.81
109162,1,33,1,3,0,1,3,1,11,22756.33,1099.36
109163,2,64,3,2,1,1,3,0,1,41447.7,825.54
109164,2,52,2,2,0,1,2,0,1,85515.63,1549.84
109165,1,44,4,3,1,1,6,2,11,78178.92,1666.03
109166,1,26,1,5,0,4,4,0,9,147428.74,2245.24
109167,1,23,1,3,1,1,3,1,5,65853.74,1090.35
109168,1,77,3,4,0,1,1,0,12,90978.37,2800.0
109169,1,56,1,3,0,2,1,0,11,71897.14,1729.0
109170,1,66,3,2,0,1,1,0,6,129805.26,2992.93
109171,1,58,1,4,0,1,2,0,16,178779.45,1980.63
109172,1,80,3,2,0,1,2,0,12,108485.63,2118.77
109173,1,24,1,4,0,1,2,0,15,31551.65,1075.3
109174,1,83,3,3,0,1,1,0,12,25158.61,837.05
109175,1,57,4,2,1,1,2,0,6,58432.02,1787.56
109176,1,58,4,2,0,1,4,0,12,74106.41,2428.57
109177,1,36,1,3,0,2,7,4,1,82921.17,1832.12
109178,1,67,3,5,0,1,1,0,4,25753.96,872.99
109179,1,82,3,3,0,1,2,0,13,80411.62,1443.51
109180,2,50,1,4,0,1,2,0,14,85417.86,2000.78
109181,2,51,1,3,0,1,3,2,15,87668.81,2326.97
109182,1,25,1,4,0,1,4,0,16,69936.16,1571.52
109183,2,40,1,2,0,1,5,2,16,141262.8,4217.06
109184,2,44,1,3,0,1,4,2,16,104880.69,4076.0
109185,1,31,1,5,0,2,5,3,15,60848.14,1976.1
109186,1,57,1,5,0,1,2,0,14,72916.13,1368.06
109187,2,61,1,4,0,1,2,0,16,299955.97,5309.51
109188,1,86,3,3,0,1,2,0,7,119416.1,1656.0
109189,1,26,4,2,0,2,1,0,1,33558.31,842.99
109190,2,37,2,3,0,1,1,0,4,60711.9,942.95
109191,1,71,3,3,0,2,1,0,10,195340.86,2876.87
109192,1,26,1,5,0,1,1,0,14,15359.92,651.75
109193,2,60,1,5,0,1,3,0,15,120124.54,3204.82
109194,1,25,1,4,0,4,1,0,12,38286.28,986.13
109195,1,78,3,1,0,4,1,0,1,42046.66,1181.97
109196,2,72,3,3,0,1,2,0,13,108068.51,2283.5
109197,1,31,4,4,0,1,4,2,13,62075.95,887.24
109198,2,37,1,4,0,1,3,0,16,142277.02,2204.41
109199,2,69,1,4,0,2,2,0,15,268959.1,3028.72
109200,2,76,3,3,0,2,2,0,12,88708.03,2012.1
109201,1,54,2,4,0,1,2,0,14,43300.21,1528.84
109202,1,50,2,5,0,1,2,0,8,29564.4,1720.0
109203,2,83,3,2,0,1,2,0,6,98568.09,1760.81
109204,2,47,1,2,0,1,2,0,8,90368.55,2598.03
109205,2,28,1,5,0,1,1,0,12,53385.24,2178.31
109206,2,32,1,5,0,1,1,0,15,95479.52,4302.24
109207,1,46,1,5,0,6,2,0,13,28136.53,2725.68
109208,1,57,3,3,1,6,2,0,16,60533.71,2483.24
109209,1,41,1,4,0,1,3,0,15,99150.67,1461.06
109210,1,49,1,4,0,1,2,0,14,99067.43,1614.72
109211,1,70,4,5,0,4,3,1,16,96151.31,2088.37
109212,2,49,4,5,0,1,5,3,12,54849.91,1290.69
109213,1,25,1,4,1,4,6,1,7,57951.68,2139.2
109214,2,45,4,4,0,1,1,0,6,119393.99,1504.35
109215,2,51,1,2,0,1,3,0,15,82139.84,2509.99
109216,1,40,1,4,0,1,4,2,15,139836.63,1505.21
109217,2,55,1,2,0,1,1,0,2,5587.76,457.37
109218,2,23,1,4,0,6,1,0,11,24188.04,997.25
109219,2,49,4,4,0,1,5,2,10,153598.37,4371.08
109220,2,60,1,4,0,1,2,0,16,88273.53,2410.25
109221,2,37,1,3,0,1,2,0,15,95658.33,1332.9
109222,2,39,1,5,0,1,4,2,16,113652.7,2484.68
109223,2,74,4,2,0,1,1,0,15,101946.4,2925.37
109224,2,36,1,4,0,1,2,0,16,70476.94,1265.62
109225,1,69,3,2,0,1,2,0,13,47608.67,1413.94
109226,2,33,1,4,0,1,2,0,11,84518.0,2444.79
109227,1,67,3,5,0,1,2,0,13,138682.11,3679.82
109228,2,49,4,2,0,1,2,0,6,30359.83,912.12
109229,1,44,1,3,0,2,2,0,12,68400.72,2254.56
109230,2,40,1,4,0,1,4,2,16,48894.77,1336.08
109231,1,90,3,3,0,1,1,0,7,83628.29,1198.09
109232,1,49,2,2,1,1,2,0,11,54532.91,1157.41
109233,2,67,3,2,0,1,1,0,4,38648.69,1469.3
109234,1,30,1,4,0,1,7,2,14,84754.42,2755.94
109235,1,57,3,3,0,1,3,0,16,79337.49,729.99
109236,1,26,2,4,0,1,3,1,6,40892.26,1550.66
109237,2,61,1,3,0,1,4,0,15,170640.32,6189.44
109238,1,45,1,5,1,1,4,2,16,284552.91,6190.81
109239,2,63,1,5,0,1,2,0,12,77871.51,2780.55
109240,2,90,3,3,0,1,2,0,13,40432.09,1560.43
109241,2,77,3,4,0,1,2,0,8,100078.88,1507.99
109242,2,48,1,3,0,1,3,0,16,82102.47,1903.49
109243,2,70,3,5,0,1,7,3,14,67494.31,1349.81
109244,1,50,1,3,0,1,2,0,15,119623.23,1489.53
109245,1,61,2,2,0,1,1,0,6,32630.9,1167.95
109246,1,85,3,2,0,1,3,0,8,98874.71,2660.05
109247,1,50,1,4,0,1,3,0,15,78474.36,2548.11
109248,1,83,3,2,0,1,1,0,10,22717.5,730.29
109249,1,40,1,4,0,1,6,3,16,176597.17,6299.98
109250,1,37,2,5,0,1,3,1,13,54657.85,1676.75
109251,1,78,1,3,0,1,1,0,14,28160.71,1011.27
109252,1,69,3,5,1,1,4,1,13,78070.04,731.49
109253,1,55,1,3,0,1,2,0,16,58124.09,1087.54
109254,2,74,1,5,0,2,2,0,13,76821.65,2788.76
109255,1,70,3,3,0,1,3,1,13,62542.93,1806.95
109256,1,57,1,4,0,1,2,0,14,104366.79,3580.42
109257,2,68,3,4,0,1,2,0,16,47814.64,985.59
