DOEID,REGIONC,DIVISION,state_postal,BA_climate,TOTALBTU,TOTALDOL
114109,SOUTH,East South Central,KY,Mixed-Humid,66728.94,1115.49
114110,WEST,Pacific,CA,Hot-Dry,58844.36,1367.47
114111,SOUTH,South Atlantic,SC,Hot-Humid,82832.92,2985.24
114112,NORTHEAST,New England,MA,Cold,100485.92,2048.2
114113,WEST,Pacific,AK,Very-Cold,130677.96,5631.16
114114,WEST,Pacific,HI,Hot-Humid,32747.17,2790.14
114115,MIDWEST,East North Central,IL,Cold,10824.57,433.61
114116,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,8048.13,802.06
114117,NORTHEAST,Middle Atlantic,NJ,Mixed-Humid,50760.98,1253.34
114118,SOUTH,South Atlantic,NC,Mixed-Humid,13895.72,667.57
114119,SOUTH,East South Central,TN,Mixed-Humid,42290.9,1458.69
114120,MIDWEST,West North Central,ND,Very-Cold,165858.28,2158.68
114121,SOUTH,West South Central,AR,Mixed-Humid,46700.3,1409.81
114122,SOUTH,South Atlantic,VA,Mixed-Humid,126658.37,2369.97
114123,SOUTH,South Atlantic,FL,Hot-Humid,46048.76,1393.89
114124,SOUTH,West South Central,TX,Mixed-Humid,63693.96,1702.97
114125,SOUTH,South Atlantic,FL,Hot-Humid,19117.05,653.09
114126,NORTHEAST,New England,MA,Cold,132843.97,3034.89
114127,NORTHEAST,New England,VT,Cold,52404.24,2105.52
114128,WEST,Pacific,AK,Subarctic,47175.95,3414.08
114129,WEST,Pacific,OR,Marine,58024.1,1141.96
114130,NORTHEAST,Middle Atlantic,PA,Cold,84452.68,1694.32
114131,SOUTH,South Atlantic,SC,Mixed-Humid,118027.91,3879.82
114132,SOUTH,South Atlantic,MD,Mixed-Humid,108405.88,2952.64
114133,WEST,Mountain North,CO,Cold,22527.31,403.82
114134,MIDWEST,West North Central,SD,Cold,106414.27,2384.07
114135,WEST,Mountain South,NM,Mixed-Dry,69365.51,1347.02
114136,MIDWEST,East North Central,WI,Cold,67175.27,1127.92
114137,MIDWEST,East North Central,IL,Cold,278747.98,3557.68
114138,WEST,Pacific,CA,Hot-Dry,14797.52,890.6
114139,SOUTH,South Atlantic,MD,Mixed-Humid,82964.61,3191.66
114140,SOUTH,West South Central,TX,Hot-Humid,60018.79,1792.31
114141,WEST,Pacific,OR,Marine,143674.79,3956.94
114142,SOUTH,West South Central,TX,Hot-Humid,75297.38,2142.55
114143,SOUTH,East South Central,KY,Mixed-Humid,116437.1,2310.79
114144,NORTHEAST,New England,CT,Cold,153583.22,4114.28
114145,WEST,Mountain South,NM,Hot-Dry,94807.81,2084.39
114146,SOUTH,South Atlantic,VA,Mixed-Humid,45724.88,1483.61
114147,SOUTH,West South Central,TX,Hot-Humid,203917.13,4563.68
114148,MIDWEST,East North Central,WI,Cold,8497.14,530.05
114149,NORTHEAST,Middle Atlantic,NY,Cold,67204.72,1979.26
114150,SOUTH,East South Central,AL,Mixed-Humid,77497.72,2150.59
114151,MIDWEST,East North Central,IN,Cold,201015.54,2926.8
114152,SOUTH,West South Central,AR,Mixed-Humid,16992.62,500.4
114153,NORTHEAST,New England,CT,Cold,17380.54,860.28
114154,SOUTH,East South Central,TN,Mixed-Humid,52016.08,1763.68
114155,WEST,Pacific,AK,Subarctic,158134.6,4804.1
114156,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,134532.43,3362.29
114157,SOUTH,West South Central,AR,Mixed-Humid,48762.44,1292.4
114158,SOUTH,South Atlantic,VA,Mixed-Humid,69620.21,2564.43
114159,NORTHEAST,New England,CT,Cold,72000.93,1830.66
114160,NORTHEAST,New England,MA,Cold,159239.92,3948.71
114161,NORTHEAST,Middle Atlantic,NJ,Mixed-Humid,168434.67,3444.61
114162,MIDWEST,West North Central,MN,Cold,204877.67,3564.18
114163,NORTHEAST,Middle Atlantic,NY,Cold,147602.2,1903.75
114164,SOUTH,East South Central,AL,Mixed-Humid,71595.52,1606.26
114165,WEST,Pacific,CA,Hot-Dry,27881.43,651.15
114166,MIDWEST,West North Central,KS,Cold,78945.18,1727.47
114167,NORTHEAST,Middle Atlantic,NJ,Mixed-Humid,14566.78,682.44
114168,NORTHEAST,New England,CT,Cold,85201.31,3164.05
114169,MIDWEST,East North Central,IL,Cold,191209.68,3255.36
114170,MIDWEST,West North Central,ND,Very-Cold,91828.56,1060.82
114171,SOUTH,South Atlantic,FL,Hot-Humid,47223.43,1468.27
114172,WEST,Pacific,CA,Hot-Dry,18141.87,651.87
114173,SOUTH,West South Central,LA,Hot-Humid,29862.86,1017.69
114174,SOUTH,South Atlantic,NC,Hot-Humid,29182.35,1001.11
114175,SOUTH,South Atlantic,WV,Cold,53433.22,1818.72
114176,MIDWEST,West North Central,KS,Mixed-Humid,100345.8,1677.97
114177,MIDWEST,East North Central,OH,Cold,98233.97,1830.54
114178,WEST,Pacific,HI,Hot-Humid,41118.64,3426.55
114179,WEST,Pacific,WA,Marine,50558.07,1452.03
114180,SOUTH,South Atlantic,FL,Hot-Humid,64788.55,1836.42
114181,SOUTH,South Atlantic,GA,Mixed-Humid,111258.31,2424.64
114182,SOUTH,East South Central,AL,Mixed-Humid,64480.49,2548.18
114183,SOUTH,South Atlantic,VA,Mixed-Humid,106404.84,2541.81
114184,MIDWEST,West North Central,IA,Cold,105151.63,3941.52
114185,SOUTH,West South Central,TX,Hot-Humid,31660.49,620.28
114186,WEST,Mountain South,NV,Hot-Dry,89528.53,2652.38
114187,SOUTH,East South Central,KY,Mixed-Humid,89529.95,2814.3
114188,SOUTH,East South Central,TN,Mixed-Humid,118284.74,1859.74
114189,WEST,Mountain North,ID,Cold,86349.75,1052.86
114190,SOUTH,South Atlantic,SC,Mixed-Humid,40188.21,1441.6
114191,NORTHEAST,New England,CT,Cold,174334.91,4668.28
114192,WEST,Mountain North,UT,Cold,49500.7,922.93
114193,SOUTH,West South Central,AR,Mixed-Humid,122274.98,2800.45
114194,SOUTH,South Atlantic,FL,Hot-Humid,130601.5,4543.28
114195,SOUTH,East South Central,MS,Hot-Humid,84587.36,2805.22
114196,WEST,Pacific,CA,Hot-Dry,50284.08,2012.91
114197,MIDWEST,West North Central,MN,Cold,63227.67,599.45
114198,WEST,Pacific,AK,Very-Cold,167998.6,2873.61
114199,NORTHEAST,New England,MA,Cold,232408.44,3740.66
114200,NORTHEAST,New England,RI,Cold,98144.68,2555.46
114201,MIDWEST,West North Central,SD,Cold,74262.43,2240.62
114202,WEST,Mountain South,NV,Hot-Dry,172805.74,3163.2
114203,NORTHEAST,Middle Atlantic,NJ,Mixed-Humid,108349.56,2653.78
114204,SOUTH,South Atlantic,DC,Mixed-Humid,33584.88,900.29
114205,SOUTH,South Atlantic,WV,Cold,54079.1,1267.06
114206,WEST,Pacific,AK,Very-Cold,59670.61,2211.11
114207,WEST,Mountain North,UT,Cold,164681.06,2833.92
114208,NORTHEAST,Middle Atlantic,PA,Cold,71143.32,1823.24
114209,SOUTH,East South Central,KY,Mixed-Humid,47404.68,1476.31
114210,SOUTH,South Atlantic,WV,Cold,164052.58,2183.56
114211,WEST,Pacific,WA,Marine,78270.63,1327.0
114212,SOUTH,South Atlantic,MD,Mixed-Humid,169204.92,3200.1
114213,SOUTH,South Atlantic,NC,Mixed-Humid,25019.67,910.96
114214,WEST,Pacific,HI,Hot-Humid,28307.92,2812.4
114215,SOUTH,West South Central,AR,Mixed-Humid,33863.15,1191.0
114216,SOUTH,West South Central,TX,Hot-Humid,56999.91,1819.0
114217,MIDWEST,West North Central,NE,Cold,114141.11,2124.44
114218,SOUTH,South Atlantic,GA,Hot-Humid,48212.87,1914.0
114219,SOUTH,West South Central,OK,Mixed-Humid,37095.73,1560.92
114220,SOUTH,South Atlantic,GA,Mixed-Humid,53928.86,2033.43
114221,SOUTH,West South Central,OK,Mixed-Humid,143500.36,2883.4
114222,MIDWEST,East North Central,IL,Cold,98682.93,1259.62
114223,SOUTH,East South Central,TN,Mixed-Humid,87619.56,1218.29
114224,SOUTH,South Atlantic,DE,Mixed-Humid,35594.22,1438.13
114225,SOUTH,West South Central,AR,Mixed-Humid,86227.42,1645.57
114226,MIDWEST,West North Central,SD,Cold,223435.31,1663.28
114227,WEST,Pacific,CA,Hot-Dry,31949.24,2799.46
114228,MIDWEST,East North Central,IL,Cold,17214.14,1259.67
114229,MIDWEST,East North Central,IN,Cold,64460.66,1933.34
114230,SOUTH,South Atlantic,FL,Hot-Humid,26658.61,854.27
114231,WEST,Pacific,CA,Marine,66683.85,751.45
114232,MIDWEST,West North Central,MN,Cold,85927.26,1722.91
114233,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,30983.13,1512.24
114234,WEST,Pacific,HI,Hot-Humid,37129.92,3470.41
114235,SOUTH,South Atlantic,SC,Mixed-Humid,29335.57,957.06
114236,NORTHEAST,Middle Atlantic,NJ,Mixed-Humid,64538.29,2048.46
114237,NORTHEAST,New England,RI,Cold,30371.75,1305.34
114238,MIDWEST,West North Central,ND,Very-Cold,113657.93,2090.48
114239,SOUTH,South Atlantic,FL,Hot-Humid,42521.88,1199.1
114240,MIDWEST,West North Central,IA,Cold,117474.45,2600.28
114241,WEST,Mountain South,AZ,Hot-Dry,45021.95,1532.33
114242,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,53453.63,2277.15
114243,WEST,Pacific,CA,Hot-Dry,88477.47,3205.24
114244,SOUTH,West South Central,TX,Hot-Humid,94604.73,1914.51
114245,SOUTH,South Atlantic,FL,Hot-Humid,39051.94,1269.84
114246,SOUTH,South Atlantic,SC,Hot-Humid,79452.15,2272.57
114247,SOUTH,West South Central,TX,Hot-Humid,83873.28,2190.42
114248,WEST,Pacific,OR,Marine,126052.77,2158.46
114249,MIDWEST,West North Central,ND,Very-Cold,214824.14,3851.03
114250,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,107247.73,1770.86
114251,MIDWEST,East North Central,MI,Cold,70862.61,1259.01
114252,NORTHEAST,Middle Atlantic,NY,Cold,188389.41,3366.98
114253,MIDWEST,East North Central,WI,Cold,137905.39,2065.73
114254,NORTHEAST,Middle Atlantic,PA,Cold,92456.58,2022.04
114255,WEST,Pacific,CA,Hot-Dry,46845.54,1756.93
114256,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,292273.59,8137.83
114257,NORTHEAST,New England,MA,Cold,5163.63,410.75
114258,WEST,Mountain South,AZ,Hot-Dry,70832.78,1681.61
114259,NORTHEAST,New England,MA,Cold,106425.71,2853.56
114260,WEST,Mountain North,CO,Cold,70673.16,1624.94
114261,WEST,Mountain North,CO,Cold,192987.53,1837.78
114262,WEST,Mountain North,UT,Cold,54699.93,826.78
114263,NORTHEAST,New England,MA,Cold,143045.78,1177.64
114264,WEST,Mountain North,MT,Cold,35206.47,1014.95
114265,NORTHEAST,New England,CT,Cold,131596.06,2588.33
114266,MIDWEST,West North Central,KS,Mixed-Humid,103170.46,3166.37
114267,WEST,Pacific,OR,Marine,77319.65,2574.17
114268,WEST,Mountain South,AZ,Hot-Dry,44908.5,1594.48
114269,WEST,Pacific,OR,Marine,54748.18,1685.23
114270,NORTHEAST,New England,VT,Cold,57553.39,1564.81
114271,MIDWEST,West North Central,KS,Mixed-Humid,165432.73,2997.74
114272,MIDWEST,East North Central,IN,Cold,113978.98,1507.98
114273,MIDWEST,West North Central,MN,Cold,39075.8,1527.69
114274,MIDWEST,West North Central,SD,Cold,107235.39,1756.52
114275,NORTHEAST,New England,MA,Cold,77068.87,2271.82
114276,WEST,Pacific,CA,Hot-Dry,72533.59,1163.46
114277,MIDWEST,West North Central,KS,Cold,111816.16,2422.61
114278,WEST,Pacific,OR,Marine,63674.32,1262.32
114279,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,63417.3,2120.79
114280,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,125196.44,2568.75
114281,WEST,Pacific,HI,Hot-Humid,18468.69,1578.27
114282,MIDWEST,East North Central,IL,Mixed-Humid,176069.82,4612.57
114283,SOUTH,South Atlantic,MD,Mixed-Humid,92487.97,1855.32
114284,WEST,Mountain North,MT,Cold,91471.43,1168.23
114285,SOUTH,South Atlantic,GA,Mixed-Humid,50120.19,1889.71
114286,WEST,Pacific,CA,Marine,22187.42,1199.75
114287,WEST,Pacific,CA,Hot-Dry,67865.86,2910.02
114288,WEST,Pacific,OR,Marine,10306.86,497.92
114289,MIDWEST,East North Central,OH,Cold,80861.74,2484.64
114290,SOUTH,West South Central,TX,Hot-Humid,107682.46,3120.99
114291,MIDWEST,East North Central,WI,Cold,169160.46,2239.38
114292,SOUTH,South Atlantic,MD,Mixed-Humid,120194.19,3330.92
114293,SOUTH,South Atlantic,VA,Mixed-Humid,12377.41,543.37
114294,NORTHEAST,New England,ME,Very-Cold,146456.12,3338.32
114295,WEST,Mountain North,ID,Cold,47820.32,794.32
114296,WEST,Mountain North,CO,Cold,122558.85,1237.24
114297,SOUTH,East South Central,MS,Hot-Humid,110192.78,2969.0
114298,MIDWEST,East North Central,OH,Cold,53773.24,1420.61
114299,SOUTH,West South Central,OK,Mixed-Humid,82383.45,1640.7
114300,NORTHEAST,New England,MA,Cold,167086.11,3481.56
114301,SOUTH,East South Central,KY,Mixed-Humid,42730.5,1095.47
114302,MIDWEST,East North Central,WI,Cold,51246.49,1627.75
114303,SOUTH,South Atlantic,FL,Hot-Humid,53563.23,1811.95
114304,MIDWEST,West North Central,IA,Cold,66201.62,1042.94
114305,SOUTH,South Atlantic,FL,Hot-Humid,49274.71,1363.95
114306,MIDWEST,East North Central,IL,Cold,110550.56,1748.12
114307,NORTHEAST,Middle Atlantic,NJ,Mixed-Humid,68875.28,1498.31
114308,MIDWEST,West North Central,SD,Cold,36899.94,534.14
114309,WEST,Pacific,OR,Marine,35421.25,837.75
114310,SOUTH,South Atlantic,VA,Mixed-Humid,46864.77,1705.47
114311,MIDWEST,East North Central,MI,Cold,168129.14,3204.83
114312,MIDWEST,West North Central,ND,Cold,130099.79,1858.68
114313,SOUTH,South Atlantic,SC,Mixed-Humid,67222.56,2041.08
114314,SOUTH,South Atlantic,VA,Mixed-Humid,16322.54,658.08
114315,WEST,Pacific,CA,Hot-Dry,55927.85,1309.47
114316,SOUTH,South Atlantic,WV,Mixed-Humid,80178.63,1399.22
114317,SOUTH,West South Central,OK,Mixed-Humid,144066.96,2228.15
114318,MIDWEST,West North Central,MO,Mixed-Humid,131856.78,2442.69
114319,MIDWEST,West North Central,KS,Mixed-Humid,92965.51,2237.31
114320,NORTHEAST,New England,RI,Cold,125375.75,3401.53
114321,NORTHEAST,Middle Atlantic,NY,Cold,178864.72,1485.74
114322,SOUTH,South Atlantic,GA,Hot-Humid,67041.55,2056.05
114323,WEST,Pacific,HI,Hot-Humid,46739.85,1208.83
114324,WEST,Mountain South,AZ,Hot-Dry,92260.77,2726.59
114325,NORTHEAST,Middle Atlantic,NY,Cold,106266.42,2182.16
114326,NORTHEAST,Middle Atlantic,NJ,Mixed-Humid,37497.42,1326.61
114327,MIDWEST,West North Central,NE,Cold,59996.85,1261.38
114328,SOUTH,East South Central,TN,Mixed-Humid,6419.87,172.35
114329,WEST,Mountain North,ID,Cold,56476.61,1347.32
114330,WEST,Mountain North,CO,Cold,163490.76,2865.73
114331,SOUTH,East South Central,KY,Mixed-Humid,42291.35,1391.16
114332,NORTHEAST,Middle Atlantic,NJ,Mixed-Humid,159391.94,4068.52
114333,NORTHEAST,Middle Atlantic,NJ,Mixed-Humid,114377.7,1904.57
114334,NORTHEAST,Middle Atlantic,NY,Cold,20217.45,1466.54
114335,SOUTH,South Atlantic,VA,Mixed-Humid,31748.76,1264.5
114336,WEST,Pacific,CA,Marine,41330.41,1425.32
114337,SOUTH,South Atlantic,WV,Cold,18713.95,606.59
114338,WEST,Pacific,WA,Cold,39239.11,1049.31
114339,SOUTH,East South Central,KY,Mixed-Humid,140241.18,2727.67
114340,SOUTH,West South Central,TX,Hot-Humid,19330.88,646.27
114341,WEST,Mountain South,AZ,Hot-Dry,385122.19,12539.24
114342,NORTHEAST,New England,MA,Cold,113461.96,3683.2
114343,SOUTH,West South Central,AR,Mixed-Humid,35123.91,1148.43
114344,SOUTH,South Atlantic,WV,Mixed-Humid,84965.79,2782.65
114345,WEST,Mountain North,ID,Cold,34579.43,926.03
114346,MIDWEST,East North Central,IL,Cold,25823.64,1017.68
114347,NORTHEAST,Middle Atlantic,NJ,Cold,381100.52,6400.47
114348,SOUTH,South Atlantic,DE,Mixed-Humid,117636.11,1674.23
114349,SOUTH,West South Central,OK,Mixed-Humid,74415.94,1966.17
114350,SOUTH,West South Central,AR,Mixed-Humid,70649.34,2156.49
114351,NORTHEAST,Middle Atlantic,NY,Cold,143686.4,3451.28
114352,SOUTH,West South Central,LA,Hot-Humid,128961.18,2749.25
114353,SOUTH,East South Central,AL,Mixed-Humid,45605.48,1340.92
114354,NORTHEAST,New England,ME,Cold,81977.34,2253.92
114355,SOUTH,West South Central,OK,Mixed-Humid,58748.9,1454.02
114356,NORTHEAST,New England,MA,Cold,19050.37,1244.43
114357,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,67462.57,1871.67
114358,WEST,Pacific,AK,Very-Cold,137967.1,2484.34
114359,SOUTH,South Atlantic,WV,Mixed-Humid,17224.61,642.55
114360,SOUTH,West South Central,TX,Mixed-Dry,121310.39,2850.45
114361,SOUTH,West South Central,TX,Hot-Humid,29889.47,1063.83
114362,SOUTH,South Atlantic,GA,Mixed-Humid,126003.49,3840.35
114363,WEST,Mountain South,NV,Cold,48547.32,1701.08
114364,WEST,Mountain North,CO,Cold,116743.71,1766.5
114365,SOUTH,South Atlantic,MD,Mixed-Humid,140782.58,3427.69
114366,SOUTH,West South Central,TX,Hot-Humid,57099.41,1358.71
114367,MIDWEST,West North Central,MO,Mixed-Humid,12333.71,747.62
114368,MIDWEST,West North Central,KS,Mixed-Humid,85223.38,1627.58
114369,SOUTH,South Atlantic,DC,Mixed-Humid,79329.83,2759.81
114370,SOUTH,South Atlantic,GA,Mixed-Humid,165064.92,3719.34
114371,SOUTH,West South Central,TX,Hot-Humid,73875.77,1984.27
114372,MIDWEST,East North Central,IL,Cold,52269.93,1339.74
114373,NORTHEAST,Middle Atlantic,PA,Cold,103214.91,3296.41
114374,MIDWEST,East North Central,MI,Cold,55637.81,1630.59
114375,WEST,Pacific,CA,Hot-Dry,34405.05,902.31
114376,MIDWEST,West North Central,KS,Mixed-Humid,152686.12,2698.59
114377,WEST,Mountain South,NV,Hot-Dry,34429.64,898.52
114378,MIDWEST,East North Central,MI,Cold,9915.14,557.3
114379,NORTHEAST,New England,VT,Cold,52356.15,1751.0
114380,WEST,Mountain North,WY,Cold,60010.13,1669.73
114381,SOUTH,South Atlantic,NC,Cold,173607.61,3368.9
114382,NORTHEAST,Middle Atlantic,NY,Cold,100455.4,4906.99
114383,SOUTH,South Atlantic,DC,Mixed-Humid,130396.7,2020.07
114384,MIDWEST,East North Central,MI,Very-Cold,132343.95,1940.6
114385,MIDWEST,West North Central,ND,Cold,86426.35,1737.88
114386,SOUTH,West South Central,TX,Hot-Humid,50427.7,1496.48
114387,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,56944.99,1314.45
114388,MIDWEST,West North Central,IA,Cold,103680.8,1632.63
114389,SOUTH,West South Central,TX,Hot-Humid,35564.48,1199.99
114390,SOUTH,South Atlantic,FL,Hot-Humid,45394.54,1466.52
114391,WEST,Pacific,CA,Hot-Dry,54184.57,903.14
114392,SOUTH,West South Central,OK,Mixed-Humid,63344.92,1762.92
114393,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,55309.13,1594.64
114394,MIDWEST,East North Central,MI,Cold,11216.35,637.94
114395,NORTHEAST,New England,MA,Cold,37526.92,584.94
114396,SOUTH,East South Central,TN,Mixed-Humid,66239.16,1407.59
114397,WEST,Mountain North,ID,Cold,37599.61,921.21
114398,NORTHEAST,New England,CT,Cold,101055.4,2986.27
114399,SOUTH,South Atlantic,FL,Hot-Humid,52392.65,1586.24
114400,MIDWEST,East North Central,IL,Cold,143977.55,2475.03
114401,WEST,Pacific,CA,Hot-Dry,26998.21,537.51
114402,SOUTH,West South Central,AR,Mixed-Humid,52708.51,1685.9
114403,MIDWEST,West North Central,MO,Mixed-Humid,77189.03,1798.43
114404,SOUTH,South Atlantic,FL,Hot-Humid,108210.27,3747.9
114405,SOUTH,South Atlantic,VA,Mixed-Humid,144699.85,2787.24
114406,SOUTH,South Atlantic,MD,Mixed-Humid,84665.38,1790.05
114407,SOUTH,South Atlantic,NC,Mixed-Humid,90871.81,1747.05
114408,SOUTH,South Atlantic,SC,Mixed-Humid,18394.99,613.81
114409,MIDWEST,East North Central,OH,Cold,124024.86,1344.59
114410,SOUTH,South Atlantic,WV,Mixed-Humid,169130.92,3965.13
114411,MIDWEST,East North Central,IL,Cold,65979.19,2754.41
114412,WEST,Pacific,CA,Hot-Dry,44661.46,1352.65
114413,WEST,Mountain North,CO,Cold,137181.88,2554.47
114414,SOUTH,West South Central,TX,Hot-Humid,54143.23,1673.55
114415,MIDWEST,East North Central,WI,Cold,50510.23,1041.18
114416,SOUTH,South Atlantic,VA,Mixed-Humid,164630.08,3101.06
114417,SOUTH,South Atlantic,MD,Mixed-Humid,73115.76,2208.25
114418,SOUTH,West South Central,TX,Hot-Humid,69466.58,1574.52
114419,MIDWEST,West North Central,MN,Cold,303083.25,4039.3
114420,NORTHEAST,Middle Atlantic,PA,Mixed-Humid,60245.85,1926.74
114421,SOUTH,South Atlantic,NC,Mixed-Humid,20807.52,763.76
114422,SOUTH,West South Central,OK,Mixed-Humid,109479.57,2607.52
114423,WEST,Mountain North,WY,Cold,19997.42,818.46
114424,MIDWEST,East North Central,WI,Cold,116564.02,1494.12
114425,WEST,Pacific,CA,Hot-Dry,42351.99,2015.25
114426,WEST,Pacific,CA,Marine,72463.37,2188.81
114427,WEST,Pacific,WA,Marine,119467.5,2642.21
114428,MIDWEST,East North Central,IN,Cold,179547.25,3094.5
114429,NORTHEAST,Middle Atlantic,PA,Cold,156072.44,3148.69
114430,SOUTH,South Atlantic,SC,Hot-Humid,88866.23,2307.95
114431,MIDWEST,East North Central,MI,Cold,184107.18,5423.06
114432,SOUTH,South Atlantic,MD,Mixed-Humid,52089.73,1282.93
114433,WEST,Mountain North,MT,Cold,77511.63,907.0
114434,NORTHEAST,Middle Atlantic,PA,Mixed-Humid,107059.11,2642.57
114435,NORTHEAST,New England,VT,Cold,102628.64,2909.55
114436,SOUTH,South Atlantic,VA,Mixed-Humid,71938.18,2520.15
114437,SOUTH,South Atlantic,VA,Mixed-Humid,17523.59,745.5
114438,SOUTH,South Atlantic,NC,Mixed-Humid,74772.31,2040.39
114439,WEST,Pacific,WA,Marine,34385.17,1227.53
114440,WEST,Mountain North,ID,Cold,103402.08,1172.47
114441,SOUTH,South Atlantic,FL,Hot-Humid,34630.66,1497.36
114442,NORTHEAST,New England,CT,Cold,102419.78,3516.23
114443,SOUTH,South Atlantic,DC,Mixed-Humid,81514.83,2012.94
114444,WEST,Mountain South,AZ,Hot-Dry,53502.99,1608.6
114445,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,18932.07,1234.24
114446,NORTHEAST,Middle Atlantic,NY,Cold,78349.87,2206.82
114447,MIDWEST,West North Central,MO,Mixed-Humid,92204.77,1639.67
114448,MIDWEST,West North Central,IA,Cold,81644.81,1874.94
114449,SOUTH,South Atlantic,VA,Mixed-Humid,183753.95,2772.02
114450,WEST,Mountain North,WY,Cold,62968.96,2520.03
114451,MIDWEST,West North Central,ND,Cold,153665.66,1815.1
114452,MIDWEST,East North Central,IN,Cold,106462.9,1662.31
114453,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,15779.32,604.05
114454,NORTHEAST,New England,MA,Cold,169091.03,3920.54
114455,MIDWEST,East North Central,MI,Cold,108626.76,2257.23
114456,MIDWEST,East North Central,OH,Mixed-Humid,171844.43,2940.78
114457,NORTHEAST,New England,MA,Cold,121104.3,2646.65
114458,SOUTH,West South Central,TX,Hot-Humid,125860.99,1859.88
114459,MIDWEST,East North Central,IL,Cold,142922.86,1610.58
114460,NORTHEAST,New England,NH,Cold,85210.11,3794.0
114461,WEST,Pacific,OR,Marine,78421.54,2220.33
114462,MIDWEST,East North Central,OH,Cold,51552.22,1228.67
114463,WEST,Pacific,WA,Marine,25273.75,812.72
114464,MIDWEST,East North Central,MI,Cold,169402.74,2753.85
114465,WEST,Pacific,CA,Hot-Dry,55661.54,1675.19
114466,SOUTH,South Atlantic,SC,Mixed-Humid,29656.39,1109.84
114467,MIDWEST,East North Central,OH,Cold,125568.13,2756.88
114468,NORTHEAST,New England,MA,Cold,12050.54,637.06
114469,SOUTH,South Atlantic,FL,Hot-Humid,37779.34,598.51
114470,NORTHEAST,New England,MA,Cold,87206.4,2362.21
114471,MIDWEST,West North Central,ND,Cold,48439.99,1568.77
114472,MIDWEST,West North Central,SD,Cold,45867.45,1005.16
114473,MIDWEST,West North Central,NE,Cold,55709.2,638.73
114474,WEST,Mountain North,ID,Cold,94171.06,1479.39
114475,MIDWEST,East North Central,MI,Very-Cold,131754.41,2699.06
114476,MIDWEST,West North Central,KS,Mixed-Humid,73660.13,1995.8
114477,WEST,Pacific,OR,Marine,83799.75,1964.22
114478,MIDWEST,East North Central,IN,Cold,120340.0,1981.55
114479,SOUTH,South Atlantic,FL,Hot-Humid,28912.18,1285.42
