DOEID,REGIONC,DIVISION,state_postal,BA_climate,TOTALBTU,TOTALDOL
101493,MIDWEST,West North Central,KS,Mixed-Humid,39554.17,1576.24
101494,SOUTH,East South Central,AL,Mixed-Humid,25002.44,1084.25
101495,SOUTH,West South Central,TX,Hot-Humid,114457.01,2908.61
101496,MIDWEST,East North Central,MI,Cold,124418.68,2510.7
101497,MIDWEST,West North Central,IA,Cold,90378.15,1960.14
101498,NORTHEAST,Middle Atlantic,PA,Cold,121740.3,2182.45
101499,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,15150.13,1225.17
101500,WEST,Mountain South,AZ,Hot-Dry,36840.75,1470.49
101501,MIDWEST,West North Central,SD,Cold,112345.03,1505.62
101502,NORTHEAST,Middle Atlantic,PA,Cold,50154.06,1647.25
101503,WEST,Mountain South,NM,Mixed-Dry,97380.18,2091.26
101504,WEST,Pacific,HI,Hot-Humid,77812.93,6485.34
101505,MIDWEST,East North Central,WI,Cold,57714.48,1411.08
101506,NORTHEAST,New England,RI,Cold,117091.86,3390.96
101507,NORTHEAST,New England,VT,Cold,94359.21,2632.63
101508,WEST,Mountain North,CO,Cold,41316.81,380.73
101509,SOUTH,South Atlantic,VA,Mixed-Humid,17685.95,627.33
101510,WEST,Mountain North,ID,Cold,129348.55,1579.18
101511,MIDWEST,West North Central,ND,Very-Cold,108117.8,1787.88
101512,SOUTH,West South Central,AR,Mixed-Humid,45222.86,1659.96
101513,NORTHEAST,New England,MA,Cold,105773.24,2957.6
101514,NORTHEAST,New England,CT,Cold,175012.36,7577.97
101515,SOUTH,South Atlantic,VA,Mixed-Humid,54064.64,1881.68
101516,SOUTH,South Atlantic,MD,Mixed-Humid,29191.8,1193.14
101517,WEST,Mountain North,ID,Cold,108942.21,2352.07
101518,SOUTH,South Atlantic,VA,Mixed-Humid,51465.51,1832.13
101519,NORTHEAST,Middle Atlantic,NJ,Mixed-Humid,134427.35,2294.69
101520,WEST,Pacific,CA,Hot-Dry,8463.78,318.06
101521,SOUTH,South Atlantic,MD,Mixed-Humid,142018.22,2028.33
101522,SOUTH,South Atlantic,DC,Mixed-Humid,102502.18,1701.51
101523,MIDWEST,West North Central,MN,Cold,68059.68,1173.3
101524,NORTHEAST,New England,ME,Cold,10058.85,543.48
101525,WEST,Pacific,CA,Hot-Dry,51387.75,1287.6
101526,NORTHEAST,New England,VT,Cold,56397.26,2131.73
101527,WEST,Pacific,CA,Hot-Dry,21193.31,824.73
101528,SOUTH,South Atlantic,SC,Hot-Humid,25464.51,1319.48
101529,MIDWEST,East North Central,IN,Mixed-Humid,48782.74,1067.52
101530,MIDWEST,East North Central,IL,Cold,182265.89,2357.2
101531,WEST,Mountain North,WY,Cold,80236.27,1940.94
101532,MIDWEST,West North Central,KS,Mixed-Humid,87031.46,1541.11
101533,SOUTH,West South Central,AR,Mixed-Humid,150680.84,3590.3
101534,WEST,Pacific,CA,Hot-Dry,110455.96,5115.17
101535,SOUTH,South Atlantic,NC,Hot-Humid,16875.22,551.82
101536,NORTHEAST,Middle Atlantic,NJ,Mixed-Humid,232580.47,2640.96
101537,SOUTH,South Atlantic,SC,Mixed-Humid,23480.9,902.52
101538,SOUTH,South Atlantic,SC,Hot-Humid,20149.42,828.92
101539,SOUTH,West South Central,AR,Mixed-Humid,32639.68,891.26
101540,WEST,Pacific,OR,Marine,72071.05,2119.46
101541,MIDWEST,East North Central,IL,Cold,79549.38,1160.82
101542,WEST,Pacific,CA,Hot-Dry,99559.56,2858.81
101543,SOUTH,South Atlantic,SC,Mixed-Humid,49591.37,1544.63
101544,SOUTH,West South Central,LA,Hot-Humid,84594.34,1995.42
101545,SOUTH,West South Central,TX,Hot-Humid,41037.89,992.86
101546,NORTHEAST,New England,MA,Cold,18947.36,704.86
101547,SOUTH,South Atlantic,DE,Mixed-Humid,110878.67,2681.76
101548,SOUTH,East South Central,KY,Mixed-Humid,84168.31,1933.73
101549,WEST,Mountain North,UT,Cold,176384.62,2658.11
101550,MIDWEST,East North Central,IN,Cold,160597.09,2760.79
101551,SOUTH,South Atlantic,VA,Mixed-Humid,103432.75,2487.38
101552,MIDWEST,West North Central,IA,Cold,78530.37,2029.03
101553,WEST,Pacific,CA,Hot-Dry,92378.97,2527.1
101554,SOUTH,South Atlantic,DE,Mixed-Humid,100036.58,2622.98
101555,SOUTH,East South Central,KY,Mixed-Humid,14247.39,616.1
101556,WEST,Pacific,CA,Hot-Dry,86800.62,3326.97
101557,SOUTH,West South Central,TX,Hot-Humid,38303.56,1264.89
101558,SOUTH,East South Central,KY,Mixed-Humid,98728.89,1947.84
101559,WEST,Pacific,OR,Cold,61469.93,1106.03
101560,NORTHEAST,New England,CT,Cold,89748.72,2754.55
101561,SOUTH,West South Central,TX,Hot-Humid,81267.68,1976.1
101562,NORTHEAST,New England,ME,Cold,89438.28,2696.9
101563,WEST,Pacific,CA,Marine,90840.83,2559.23
101564,MIDWEST,East North Central,IN,Cold,78446.96,1274.3
101565,WEST,Pacific,WA,Marine,107334.1,1858.73
101566,SOUTH,South Atlantic,FL,Hot-Humid,40080.9,1325.17
101567,SOUTH,South Atlantic,NC,Hot-Humid,100489.76,3101.36
101568,WEST,Mountain North,ID,Cold,49989.21,1478.2
101569,SOUTH,South Atlantic,NC,Hot-Humid,49574.94,1796.59
101570,SOUTH,South Atlantic,GA,Mixed-Humid,251087.79,6814.89
101571,SOUTH,West South Central,LA,Hot-Humid,72360.41,1534.82
101572,SOUTH,South Atlantic,GA,Mixed-Humid,48631.06,1556.16
101573,SOUTH,West South Central,AR,Mixed-Humid,69049.02,2124.35
101574,SOUTH,East South Central,AL,Mixed-Humid,55075.36,2166.27
101575,SOUTH,South Atlantic,SC,Mixed-Humid,64114.38,2105.24
101576,NORTHEAST,New England,ME,Cold,64434.67,1243.13
101577,MIDWEST,East North Central,IL,Cold,52121.88,1138.52
101578,MIDWEST,West North Central,ND,Cold,125029.71,2463.21
101579,SOUTH,East South Central,TN,Mixed-Humid,71888.69,1322.38
101580,MIDWEST,East North Central,OH,Cold,102283.25,1535.64
101581,NORTHEAST,Middle Atlantic,NY,Cold,133457.94,2575.24
101582,WEST,Mountain North,ID,Cold,149617.41,1180.29
101583,NORTHEAST,Middle Atlantic,NY,Cold,65668.46,2174.83
101584,MIDWEST,East North Central,IN,Cold,109153.16,1992.67
101585,MIDWEST,East North Central,IN,Cold,108792.39,1997.53
101586,MIDWEST,East North Central,OH,Mixed-Humid,137003.9,2531.83
101587,WEST,Pacific,AK,Very-Cold,70577.14,1549.72
101588,SOUTH,East South Central,TN,Mixed-Humid,43275.4,1207.05
101589,SOUTH,East South Central,AL,Hot-Humid,94178.29,2724.4
101590,MIDWEST,East North Central,WI,Cold,79580.6,1631.59
101591,SOUTH,West South Central,AR,Mixed-Humid,104188.87,2618.7
101592,MIDWEST,West North Central,MO,Mixed-Humid,35285.44,1327.3
101593,NORTHEAST,Middle Atlantic,NY,Cold,24699.95,772.61
101594,MIDWEST,East North Central,MI,Cold,96383.04,1317.94
101595,WEST,Pacific,CA,Hot-Dry,87537.04,2157.27
101596,SOUTH,West South Central,TX,Hot-Humid,86530.19,3434.45
101597,SOUTH,East South Central,KY,Mixed-Humid,167755.99,3513.68
101598,NORTHEAST,Middle Atlantic,NY,Cold,41794.41,1747.46
101599,WEST,Pacific,CA,Hot-Dry,67986.72,1691.08
101600,SOUTH,West South Central,AR,Mixed-Humid,103566.64,3497.56
101601,WEST,Mountain North,WY,Cold,45944.59,1160.81
101602,WEST,Pacific,CA,Hot-Dry,31741.45,961.73
101603,MIDWEST,West North Central,IA,Cold,162711.54,2935.63
101604,WEST,Pacific,CA,Marine,64713.12,1901.47
101605,WEST,Pacific,AK,Very-Cold,97484.92,2071.16
101606,SOUTH,East South Central,KY,Mixed-Humid,88114.77,2303.26
101607,MIDWEST,West North Central,NE,Cold,106154.67,1302.9
101608,MIDWEST,East North Central,IL,Cold,105372.77,1419.7
101609,MIDWEST,West North Central,MN,Cold,92416.07,1324.16
101610,WEST,Pacific,CA,Hot-Dry,27460.54,1812.24
101611,SOUTH,South Atlantic,DE,Mixed-Humid,50550.34,1796.82
101612,SOUTH,West South Central,TX,Hot-Humid,168242.15,4698.45
101613,WEST,Pacific,HI,Hot-Humid,63389.29,2362.53
101614,WEST,Pacific,CA,Marine,19007.39,1067.43
101615,MIDWEST,West North Central,SD,Cold,83031.28,2597.67
101616,MIDWEST,West North Central,ND,Very-Cold,22541.63,689.19
101617,NORTHEAST,New England,RI,Cold,39375.0,774.25
101618,WEST,Mountain North,WY,Cold,111956.58,2232.96
101619,NORTHEAST,New England,CT,Cold,182012.83,5456.96
101620,SOUTH,South Atlantic,FL,Hot-Humid,7850.6,347.13
101621,WEST,Pacific,CA,Hot-Dry,81476.74,2700.24
101622,MIDWEST,East North Central,IL,Cold,72401.11,1832.21
101623,MIDWEST,East North Central,MI,Cold,123211.12,1803.07
101624,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,27827.44,2180.24
101625,SOUTH,South Atlantic,GA,Mixed-Humid,52012.58,1844.53
101626,SOUTH,South Atlantic,MD,Mixed-Humid,187105.57,3376.9
101627,WEST,Pacific,HI,Hot-Humid,15698.17,1477.21
101628,SOUTH,East South Central,MS,Hot-Humid,57006.54,1762.69
101629,NORTHEAST,New England,MA,Cold,83508.2,2172.5
101630,SOUTH,South Atlantic,DC,Mixed-Humid,77070.86,1230.31
101631,NORTHEAST,Middle Atlantic,NJ,Cold,141606.68,2627.72
101632,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,180370.24,3929.96
101633,MIDWEST,West North Central,MO,Mixed-Humid,31142.21,994.24
101634,SOUTH,West South Central,TX,Hot-Humid,107995.65,3393.44
101635,SOUTH,South Atlantic,SC,Mixed-Humid,28368.43,1548.63
101636,WEST,Mountain South,NV,Hot-Dry,80353.74,1967.44
101637,WEST,Pacific,CA,Hot-Dry,80495.04,2317.17
101638,WEST,Pacific,CA,Hot-Dry,25145.3,965.67
101639,MIDWEST,East North Central,WI,Cold,86060.96,1482.2
101640,SOUTH,West South Central,TX,Hot-Humid,14454.41,585.36
101641,SOUTH,South Atlantic,MD,Mixed-Humid,47033.38,984.3
101642,SOUTH,East South Central,KY,Mixed-Humid,90265.67,2775.31
101643,MIDWEST,West North Central,ND,Very-Cold,131799.45,2320.89
101644,WEST,Pacific,WA,Marine,15452.13,449.11
101645,MIDWEST,West North Central,ND,Cold,121757.26,2175.39
101646,MIDWEST,West North Central,IA,Cold,35394.69,1155.96
101647,NORTHEAST,New England,MA,Cold,122163.7,2616.4
101648,NORTHEAST,New England,MA,Cold,108090.75,2775.98
101649,MIDWEST,West North Central,MO,Mixed-Humid,58646.2,1128.07
101650,MIDWEST,West North Central,MN,Cold,132010.59,2590.38
101651,SOUTH,South Atlantic,SC,Mixed-Humid,25291.05,854.02
101652,NORTHEAST,New England,NH,Cold,65371.88,2317.82
101653,MIDWEST,East North Central,WI,Cold,14934.64,624.59
101654,NORTHEAST,Middle Atlantic,NJ,Mixed-Humid,32785.68,288.64
101655,NORTHEAST,Middle Atlantic,NY,Cold,20246.66,1134.38
101656,WEST,Pacific,CA,Hot-Dry,42520.47,1628.32
101657,NORTHEAST,Middle Atlantic,PA,Cold,100769.37,2392.78
101658,MIDWEST,West North Central,MO,Cold,102984.88,2713.87
101659,WEST,Pacific,OR,Marine,36484.38,1221.71
101660,NORTHEAST,New England,ME,Cold,159828.13,4308.35
101661,NORTHEAST,Middle Atlantic,PA,Cold,145101.06,3014.69
101662,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,198505.23,2137.08
101663,MIDWEST,West North Central,MO,Mixed-Humid,137796.48,2715.2
101664,MIDWEST,West North Central,ND,Very-Cold,103229.18,1257.36
101665,SOUTH,East South Central,TN,Mixed-Humid,71751.8,1839.74
101666,MIDWEST,West North Central,KS,Mixed-Humid,121446.84,2208.43
101667,WEST,Mountain North,WY,Cold,93452.6,1381.67
101668,MIDWEST,West North Central,MN,Very-Cold,125915.44,3758.86
101669,MIDWEST,West North Central,MN,Cold,129964.07,2623.65
101670,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,175506.48,5125.92
101671,SOUTH,West South Central,TX,Hot-Humid,29857.84,1074.89
101672,SOUTH,South Atlantic,MD,Mixed-Humid,79585.96,1305.86
101673,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,26466.82,1346.55
101674,MIDWEST,East North Central,IL,Cold,74396.46,1422.9
101675,WEST,Pacific,CA,Hot-Dry,16574.73,398.03
101676,MIDWEST,East North Central,IN,Cold,21855.48,758.38
101677,NORTHEAST,New England,ME,Cold,65296.87,1495.89
101678,MIDWEST,East North Central,OH,Cold,157504.33,3525.05
101679,WEST,Mountain South,AZ,Hot-Dry,19054.51,817.17
101680,WEST,Pacific,CA,Hot-Dry,27054.92,1263.35
101681,SOUTH,East South Central,TN,Mixed-Humid,95570.05,2879.85
101682,NORTHEAST,Middle Atlantic,NJ,Mixed-Humid,99125.08,1635.34
101683,SOUTH,South Atlantic,GA,Mixed-Humid,70397.57,2144.69
101684,MIDWEST,East North Central,IN,Cold,36446.99,957.46
101685,SOUTH,East South Central,MS,Hot-Humid,54787.06,1953.76
101686,SOUTH,South Atlantic,FL,Hot-Humid,75135.72,2728.11
101687,NORTHEAST,Middle Atlantic,PA,Cold,110252.92,2510.02
101688,MIDWEST,West North Central,ND,Very-Cold,37776.15,412.89
101689,NORTHEAST,Middle Atlantic,PA,Mixed-Humid,19160.26,830.58
101690,SOUTH,South Atlantic,DC,Mixed-Humid,38305.22,868.67
101691,SOUTH,East South Central,KY,Mixed-Humid,48769.07,977.42
101692,WEST,Mountain North,CO,Cold,134822.16,2218.93
101693,MIDWEST,East North Central,OH,Cold,73800.4,1823.36
101694,MIDWEST,West North Central,SD,Cold,76148.78,1431.47
101695,WEST,Pacific,WA,Cold,127996.92,2227.46
101696,MIDWEST,West North Central,ND,Very-Cold,25291.6,636.66
101697,NORTHEAST,New England,MA,Cold,171693.21,5490.28
101698,MIDWEST,West North Central,IA,Cold,42019.66,518.85
101699,SOUTH,West South Central,LA,Hot-Humid,61000.58,1657.44
101700,WEST,Pacific,OR,Marine,29348.18,566.77
101701,SOUTH,East South Central,TN,Mixed-Humid,121928.75,1895.16
101702,SOUTH,South Atlantic,FL,Hot-Humid,56860.89,1848.93
101703,SOUTH,South Atlantic,DC,Mixed-Humid,76260.43,1720.17
101704,SOUTH,East South Central,KY,Mixed-Humid,97832.36,2219.26
101705,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,24600.06,2044.38
101706,MIDWEST,West North Central,KS,Mixed-Humid,77626.88,1639.39
101707,SOUTH,West South Central,TX,Hot-Humid,89461.56,2265.12
101708,MIDWEST,West North Central,MO,Mixed-Humid,42666.74,1755.14
101709,WEST,Pacific,HI,Hot-Humid,17480.33,1507.41
101710,MIDWEST,East North Central,IN,Cold,110776.12,1736.7
101711,MIDWEST,West North Central,IA,Cold,96772.99,2171.38
101712,SOUTH,South Atlantic,VA,Mixed-Humid,48772.35,1629.57
101713,WEST,Pacific,AK,Subarctic,158944.71,5159.4
101714,MIDWEST,West North Central,IA,Cold,160568.37,2408.78
101715,MIDWEST,East North Central,OH,Cold,91175.69,2282.23
101716,SOUTH,West South Central,TX,Hot-Humid,71330.65,1423.99
101717,WEST,Pacific,HI,Hot-Humid,46765.51,1926.59
101718,SOUTH,South Atlantic,VA,Mixed-Humid,140887.55,2354.7
101719,SOUTH,East South Central,KY,Mixed-Humid,93747.47,1734.07
101720,NORTHEAST,Middle Atlantic,NY,Cold,168229.86,2678.11
101721,WEST,Pacific,OR,Marine,40773.61,798.05
101722,MIDWEST,West North Central,IA,Cold,205660.31,4441.49
101723,NORTHEAST,Middle Atlantic,PA,Mixed-Humid,23980.22,873.41
101724,SOUTH,East South Central,KY,Mixed-Humid,107649.71,2904.71
101725,WEST,Mountain North,WY,Cold,167038.85,1947.3
101726,NORTHEAST,Middle Atlantic,NY,Cold,185250.55,2455.58
101727,SOUTH,South Atlantic,WV,Mixed-Humid,48895.7,1799.28
101728,NORTHEAST,Middle Atlantic,NJ,Mixed-Humid,232135.42,3119.58
101729,SOUTH,West South Central,TX,Hot-Humid,73475.88,2207.12
101730,NORTHEAST,Middle Atlantic,NY,Cold,134186.86,4010.57
101731,SOUTH,West South Central,OK,Mixed-Humid,143484.71,3178.52
101732,NORTHEAST,Middle Atlantic,PA,Cold,17151.9,535.0
101733,SOUTH,South Atlantic,DE,Mixed-Humid,127750.47,2560.64
101734,WEST,Pacific,CA,Hot-Dry,68200.09,1881.41
101735,MIDWEST,East North Central,IN,Cold,172448.61,2414.21
101736,NORTHEAST,Middle Atlantic,PA,Cold,85305.52,2835.54
101737,NORTHEAST,Middle Atlantic,PA,Cold,90752.44,2586.89
101738,MIDWEST,East North Central,WI,Cold,113786.81,2832.12
101739,NORTHEAST,New England,NH,Cold,61717.35,2557.78
101740,WEST,Pacific,HI,Hot-Humid,25600.72,2496.93
101741,MIDWEST,West North Central,IA,Cold,69834.16,1502.33
101742,SOUTH,South Atlantic,NC,Mixed-Humid,17953.16,788.99
101743,NORTHEAST,Middle Atlantic,NY,Cold,77861.84,1122.5
101744,MIDWEST,East North Central,OH,Cold,115772.01,2192.45
101745,MIDWEST,West North Central,MN,Cold,73152.2,1221.3
101746,SOUTH,West South Central,AR,Mixed-Humid,87938.77,1755.96
101747,NORTHEAST,Middle Atlantic,NJ,Mixed-Humid,66590.43,476.06
101748,WEST,Pacific,CA,Hot-Dry,65307.93,1736.18
101749,MIDWEST,West North Central,MN,Cold,172111.05,3368.01
101750,WEST,Mountain North,CO,Cold,8839.0,254.89
101751,NORTHEAST,Middle Atlantic,NJ,Mixed-Humid,173051.05,2191.24
101752,WEST,Pacific,CA,Hot-Dry,78773.71,401.71
101753,WEST,Pacific,OR,Marine,92601.84,1528.35
101754,WEST,Pacific,HI,Hot-Humid,40824.1,2832.72
101755,SOUTH,West South Central,LA,Hot-Humid,96457.98,2592.09
101756,SOUTH,East South Central,KY,Mixed-Humid,74631.14,2115.97
101757,SOUTH,South Atlantic,FL,Hot-Humid,60532.57,2193.81
101758,WEST,Pacific,CA,Hot-Dry,59460.75,2974.34
101759,MIDWEST,East North Central,MI,Cold,91324.22,1657.34
101760,MIDWEST,East North Central,OH,Cold,167242.45,2332.09
101761,SOUTH,South Atlantic,VA,Mixed-Humid,77886.49,2555.02
101762,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,31436.37,3296.52
101763,WEST,Pacific,AK,Very-Cold,43097.95,1329.04
101764,MIDWEST,East North Central,WI,Cold,74955.17,1204.06
101765,WEST,Pacific,CA,Hot-Dry,23825.01,654.77
101766,NORTHEAST,Middle Atlantic,NJ,Mixed-Humid,111375.14,2954.34
101767,WEST,Pacific,HI,Hot-Humid,59193.34,1664.53
101768,MIDWEST,East North Central,IL,Cold,116483.29,2355.6
101769,SOUTH,South Atlantic,NC,Mixed-Humid,24460.11,837.73
101770,SOUTH,East South Central,AL,Mixed-Humid,43046.31,1750.53
101771,WEST,Mountain North,ID,Cold,70611.75,1154.92
101772,WEST,Pacific,WA,Marine,40039.15,1363.6
101773,WEST,Pacific,CA,Hot-Dry,29775.6,2490.12
101774,NORTHEAST,New England,MA,Cold,110840.24,4117.87
101775,SOUTH,South Atlantic,VA,Mixed-Humid,55562.12,1403.54
101776,NORTHEAST,New England,NH,Cold,153487.44,3360.23
101777,WEST,Pacific,CA,Marine,94515.98,4651.56
101778,MIDWEST,West North Central,IA,Cold,81831.57,2010.3
101779,SOUTH,West South Central,LA,Hot-Humid,82392.53,1754.42
101780,SOUTH,South Atlantic,NC,Mixed-Humid,50361.37,1563.3
101781,SOUTH,South Atlantic,MD,Mixed-Humid,195145.74,3585.62
101782,NORTHEAST,New England,RI,Cold,153094.8,4064.16
101783,SOUTH,South Atlantic,FL,Hot-Humid,33562.12,1009.41
101784,WEST,Pacific,WA,Cold,45346.96,1136.53
101785,SOUTH,East South Central,AL,Mixed-Humid,117503.43,2549.73
101786,NORTHEAST,Middle Atlantic,PA,Mixed-Humid,114441.55,3313.17
101787,NORTHEAST,New England,RI,Cold,141293.94,3355.42
101788,MIDWEST,West North Central,MO,Mixed-Humid,95119.8,1874.73
101789,WEST,Mountain South,NV,Hot-Dry,72659.71,1842.26
101790,WEST,Pacific,AK,Very-Cold,53380.57,1598.24
101791,WEST,Pacific,WA,Marine,21239.22,662.68
101792,MIDWEST,East North Central,IL,Mixed-Humid,44876.11,1427.42
101793,NORTHEAST,New England,MA,Cold,74900.03,4333.39
101794,SOUTH,West South Central,AR,Mixed-Humid,87164.84,1795.28
101795,SOUTH,South Atlantic,DC,Mixed-Humid,18172.49,657.09
101796,SOUTH,South Atlantic,FL,Hot-Humid,31633.25,1049.68
101797,WEST,Pacific,CA,Hot-Dry,51437.21,1350.92
101798,NORTHEAST,Middle Atlantic,NY,Cold,174695.1,4065.93
101799,NORTHEAST,New England,VT,Cold,103775.63,2735.89
101800,MIDWEST,East North Central,OH,Cold,18489.37,763.55
101801,NORTHEAST,New England,CT,Cold,87370.01,2555.02
101802,SOUTH,South Atlantic,GA,Mixed-Humid,60145.31,1785.35
101803,WEST,Mountain North,CO,Cold,243446.16,2474.34
101804,WEST,Pacific,HI,Hot-Humid,31790.24,2626.58
101805,SOUTH,East South Central,TN,Mixed-Humid,47268.15,1555.15
101806,NORTHEAST,Middle Atlantic,NJ,Mixed-Humid,57255.49,1623.56
101807,WEST,Mountain North,MT,Cold,120077.87,1779.77
101808,WEST,Pacific,AK,Very-Cold,139765.11,3625.78
101809,WEST,Pacific,HI,Hot-Humid,15725.89,1367.53
101810,MIDWEST,West North Central,KS,Mixed-Humid,34517.81,1360.58
101811,MIDWEST,West North Central,MN,Cold,93421.24,1339.15
101812,WEST,Mountain North,WY,Cold,104046.73,3931.2
101813,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,53585.06,4652.85
101814,MIDWEST,East North Central,OH,Cold,127715.18,3750.31
101815,MIDWEST,East North Central,IL,Cold,99347.11,2115.79
101816,NORTHEAST,New England,ME,Cold,14610.6,752.64
101817,MIDWEST,East North Central,MI,Cold,377355.62,7246.01
101818,NORTHEAST,Middle Atlantic,PA,Cold,84837.8,1802.49
101819,WEST,Mountain South,NV,Cold,169802.9,2766.98
101820,SOUTH,South Atlantic,GA,Mixed-Humid,80365.28,3060.06
101821,SOUTH,South Atlantic,MD,Mixed-Humid,124987.45,3757.78
101822,SOUTH,East South Central,MS,Hot-Humid,118699.48,2024.57
101823,NORTHEAST,Middle Atlantic,PA,Mixed-Humid,103600.99,1352.36
101824,SOUTH,East South Central,KY,Mixed-Humid,83203.55,1704.85
101825,WEST,Mountain North,WY,Cold,89081.21,1569.86
101826,SOUTH,South Atlantic,GA,Mixed-Humid,38019.76,1343.63
101827,NORTHEAST,New England,NH,Cold,61528.28,2151.46
101828,SOUTH,South Atlantic,SC,Mixed-Humid,69748.34,2449.16
101829,SOUTH,West South Central,TX,Hot-Humid,69236.75,2197.33
101830,SOUTH,South Atlantic,NC,Mixed-Humid,91186.96,1737.98
101831,NORTHEAST,Middle Atlantic,NY,Cold,269897.92,5408.12
101832,WEST,Mountain North,MT,Cold,72605.37,975.48
101833,SOUTH,South Atlantic,VA,Mixed-Humid,85654.04,2223.78
101834,SOUTH,East South Central,TN,Mixed-Humid,37483.28,1381.58
101835,SOUTH,West South Central,TX,Hot-Humid,99148.88,4267.97
101836,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,27829.99,2246.38
101837,MIDWEST,West North Central,SD,Cold,58312.32,1002.41
101838,SOUTH,South Atlantic,SC,Mixed-Humid,37093.64,1356.5
101839,SOUTH,South Atlantic,DC,Mixed-Humid,229113.35,4438.87
101840,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,19613.47,1484.24
101841,SOUTH,South Atlantic,GA,Mixed-Humid,92537.09,2446.7
101842,WEST,Pacific,CA,Marine,25494.93,638.03
101843,SOUTH,South Atlantic,DE,Mixed-Humid,52371.26,1607.06
101844,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,95816.23,3236.9
101845,SOUTH,West South Central,TX,Hot-Humid,67472.25,1502.91
101846,SOUTH,South Atlantic,NC,Hot-Humid,46548.14,1554.08
101847,WEST,Pacific,CA,Hot-Dry,65621.67,2222.73
101848,SOUTH,West South Central,TX,Hot-Dry,42489.19,1166.01
101849,NORTHEAST,Middle Atlantic,NY,Cold,82294.18,2321.87
101850,NORTHEAST,Middle Atlantic,NJ,Cold,44014.3,1173.81
101851,NORTHEAST,Middle Atlantic,NJ,Mixed-Humid,93389.96,1668.37
101852,SOUTH,South Atlantic,NC,Hot-Humid,32504.52,1130.4
101853,WEST,Mountain South,AZ,Hot-Dry,78914.32,1350.85
101854,SOUTH,East South Central,KY,Mixed-Humid,58816.92,1704.91
101855,NORTHEAST,Middle Atlantic,NY,Cold,34460.7,1050.75
101856,MIDWEST,West North Central,MN,Cold,97434.7,1300.9
101857,WEST,Pacific,OR,Marine,58218.63,1168.7
101858,MIDWEST,East North Central,MI,Cold,111114.02,3135.95
101859,MIDWEST,West North Central,NE,Cold,72793.77,1072.25
101860,NORTHEAST,New England,ME,Cold,35257.03,1379.49
101861,NORTHEAST,Middle Atlantic,NY,Cold,144921.65,1045.28
101862,NORTHEAST,New England,MA,Cold,25371.76,1490.5
101863,WEST,Mountain North,CO,Cold,33507.9,413.15
101864,NORTHEAST,Middle Atlantic,PA,Cold,70496.91,2460.98
101865,WEST,Pacific,CA,Hot-Dry,7666.99,245.0
101866,SOUTH,West South Central,TX,Hot-Humid,48950.91,1398.31
101867,SOUTH,South Atlantic,SC,Mixed-Humid,70398.99,2374.0
101868,WEST,Pacific,CA,Marine,53624.8,1491.93
101869,SOUTH,South Atlantic,GA,Mixed-Humid,90577.54,3127.35
101870,MIDWEST,East North Central,MI,Cold,136822.4,3068.77
101871,SOUTH,South Atlantic,MD,Mixed-Humid,30074.85,782.07
101872,NORTHEAST,Middle Atlantic,PA,Cold,42059.57,1032.65
101873,WEST,Mountain South,AZ,Hot-Dry,67288.7,2524.2
101874,MIDWEST,East North Central,IN,Mixed-Humid,82023.6,1922.2
101875,SOUTH,South Atlantic,SC,Hot-Humid,39573.13,1633.7
101876,WEST,Pacific,OR,Marine,22813.65,1000.03
101877,SOUTH,South Atlantic,DE,Mixed-Humid,59823.84,1149.71
101878,WEST,Mountain South,AZ,Hot-Dry,54136.78,1402.8
101879,WEST,Pacific,CA,Hot-Dry,21997.15,527.91
101880,SOUTH,South Atlantic,FL,Hot-Humid,91712.78,3021.19
101881,NORTHEAST,New England,VT,Cold,13485.24,657.94
101882,MIDWEST,East North Central,MI,Cold,112928.71,1507.12
101883,SOUTH,South Atlantic,WV,Cold,29781.72,1190.62
101884,SOUTH,East South Central,TN,Mixed-Humid,90328.42,2243.17
101885,MIDWEST,East North Central,IL,Cold,115953.12,1598.93
101886,WEST,Mountain South,NV,Hot-Dry,157200.17,3139.25
101887,MIDWEST,West North Central,SD,Cold,144422.22,2109.11
101888,SOUTH,South Atlantic,FL,Hot-Humid,65175.17,1998.26
101889,MIDWEST,West North Central,NE,Cold,90683.93,1590.76
101890,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,183852.89,5219.95
101891,SOUTH,South Atlantic,NC,Hot-Humid,39539.81,1350.22
101892,WEST,Mountain North,CO,Cold,74514.94,813.85
101893,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,39631.96,1474.23
101894,WEST,Mountain South,AZ,Hot-Dry,48239.08,1488.94
101895,WEST,Mountain North,UT,Cold,87798.17,1515.44
101896,WEST,Mountain North,MT,Cold,50626.44,764.27
